Triplet #,Anchor,Positive,Negative,Hardness Score
1,Sweater_wind2_b1_m1_1.mp4,Sweater_wind1_b1_m0.5_1.mp4,Fleece_wind3_b0.001_m0.5_1.mp4,1
2,Fleece_wind2_b0.01_m1.7_1.mp4,Sha_wind1_b0.01_m1.7_1.mp4,Sha_wind3_b100_m1.7_1.mp4,5
3,FeltGreen_wind1_b0.1_m0.1_1.mp4,Sha_wind3_b0.1_m0.1_1.mp4,Sweater_wind1_b1_m0.1_1.mp4,2
4,Fleece_wind2_b100_m0.7_1.mp4,Fleece_wind1_b100_m1_1.mp4,Sweater_wind3_b0.1_m1.7_1.mp4,2
5,Cotton_wind3_b10_m0.7_1.mp4,Cotton_wind1_b10_m1_1.mp4,FeltGreen_wind2_b100_m0.7_1.mp4,3
6,Sweater_wind2_b1_m1.3_1.mp4,Sha_wind3_b1_m1.3_1.mp4,Cotton_wind3_b100_m1.3_1.mp4,7
7,Sha_wind1_b0.001_m1_1.mp4,Cotton_wind3_b0.001_m1_1.mp4,Cotton_wind1_b100_m1_1.mp4,4
8,Sweater_wind1_b0.01_m0.3_1.mp4,Bro_wind2_b0.01_m1.3_1.mp4,Fleece_wind1_b0.1_m1_1.mp4,4
9,FeltGreen_wind1_b1_m1.3_1.mp4,Sweater_wind3_b1_m1_1.mp4,FeltGreen_wind1_b0.1_m0.5_1.mp4,7
10,Sha_wind2_b0.01_m0.1_1.mp4,Bro_wind1_b0.01_m0.1_1.mp4,Sha_wind3_b100_m0.1_1.mp4,4
11,Silk_wind3_b10_m0.3_1.mp4,FeltGreen_wind2_b10_m1_1.mp4,FeltGreen_wind1_b1_m0.7_1.mp4,9
12,Sweater_wind1_b100_m1.3_1.mp4,Silk_wind3_b100_m0.5_1.mp4,FeltGreen_wind1_b0.01_m0.5_1.mp4,4
13,Fleece_wind2_b0.1_m1.7_1.mp4,Bro_wind1_b0.1_m1.7_1.mp4,Sha_wind1_b1_m1.7_1.mp4,3
14,Cotton_wind1_b100_m0.7_1.mp4,FeltGreen_wind3_b100_m0.7_1.mp4,FeltGreen_wind2_b0.001_m1.3_1.mp4,4
15,Silk_wind1_b10_m1.7_1.mp4,Sweater_wind2_b10_m0.3_1.mp4,Bro_wind1_b0.001_m0.3_1.mp4,4
16,Bro_wind2_b100_m1.3_1.mp4,Sweater_wind3_b100_m1.3_1.mp4,Silk_wind1_b1_m1.3_1.mp4,5
17,Sha_wind1_b0.1_m0.5_1.mp4,Silk_wind2_b0.1_m0.5_1.mp4,Fleece_wind1_b1_m0.5_1.mp4,2
18,Cotton_wind3_b1_m1.3_1.mp4,FeltGreen_wind3_b1_m0.7_1.mp4,Sha_wind1_b0.001_m0.3_1.mp4,2
19,Sweater_wind3_b0.001_m0.7_1.mp4,Sha_wind1_b0.001_m0.7_1.mp4,Cotton_wind1_b100_m0.7_1.mp4,4
20,Sha_wind2_b1_m1_1.mp4,Sweater_wind1_b1_m1.7_1.mp4,Bro_wind1_b0.001_m1.7_1.mp4,3
21,Silk_wind1_b100_m0.5_1.mp4,Bro_wind2_b100_m0.3_1.mp4,Bro_wind3_b0.01_m0.3_1.mp4,5
22,Silk_wind1_b0.1_m0.1_1.mp4,Sha_wind3_b0.1_m0.1_1.mp4,Sha_wind2_b0.01_m0.1_1.mp4,7
23,Sha_wind1_b0.001_m0.5_1.mp4,FeltGreen_wind2_b0.001_m0.5_1.mp4,Sha_wind3_b0.1_m0.5_1.mp4,6
24,Fleece_wind1_b100_m1_1.mp4,Silk_wind1_b100_m1.3_1.mp4,Sweater_wind3_b0.1_m0.5_1.mp4,2
25,Bro_wind3_b0.1_m1_1.mp4,Silk_wind3_b0.1_m1_1.mp4,Fleece_wind3_b10_m1_1.mp4,5
26,Bro_wind1_b10_m1_1.mp4,FeltGreen_wind3_b10_m1_1.mp4,Sha_wind3_b0.1_m1_1.mp4,6
27,Sweater_wind1_b100_m0.7_1.mp4,Fleece_wind3_b100_m0.7_1.mp4,Silk_wind2_b0.001_m0.7_1.mp4,3
28,Fleece_wind3_b0.01_m0.7_1.mp4,Sha_wind3_b0.01_m0.5_1.mp4,Fleece_wind2_b10_m1.3_1.mp4,5
29,Sweater_wind3_b10_m1.7_1.mp4,Silk_wind1_b10_m1.7_1.mp4,Fleece_wind2_b0.1_m1.7_1.mp4,5
30,Silk_wind3_b100_m1.3_1.mp4,Silk_wind1_b100_m1.3_1.mp4,FeltGreen_wind1_b0.001_m0.3_1.mp4,3
31,FeltGreen_wind3_b10_m0.1_1.mp4,Bro_wind2_b10_m0.1_1.mp4,Silk_wind2_b100_m0.1_1.mp4,3
32,Bro_wind3_b0.01_m1.7_1.mp4,Silk_wind1_b0.01_m1.7_1.mp4,Sha_wind2_b10_m1.7_1.mp4,5
33,Bro_wind2_b0.001_m0.1_1.mp4,Silk_wind1_b0.001_m0.1_1.mp4,Fleece_wind1_b1_m0.1_1.mp4,6
34,Fleece_wind3_b10_m0.7_1.mp4,Sweater_wind2_b10_m0.7_1.mp4,FeltGreen_wind3_b0.01_m0.7_1.mp4,2
35,Sha_wind1_b10_m1.3_1.mp4,Sha_wind2_b10_m1.7_1.mp4,Cotton_wind3_b100_m0.7_1.mp4,2
36,Sha_wind1_b0.001_m1.7_1.mp4,Sweater_wind1_b0.001_m1.7_1.mp4,FeltGreen_wind2_b100_m1.7_1.mp4,2
37,Sweater_wind2_b10_m0.1_1.mp4,Silk_wind1_b10_m0.7_1.mp4,Silk_wind3_b0.001_m0.5_1.mp4,7
