Triplet #,Anchor,Positive,Negative,Hardness Score
1,Sweater_wind3_b100_m1.7_1.mp4,Sha_wind3_b100_m1.3_1.mp4,FeltGreen_wind1_b0.1_m1.7_1.mp4,3
2,Silk_wind3_b10_m0.5_1.mp4,Silk_wind1_b10_m0.3_1.mp4,Sweater_wind3_b100_m0.3_1.mp4,1
3,Fleece_wind3_b1_m0.7_1.mp4,Sweater_wind2_b1_m1.3_1.mp4,Fleece_wind3_b0.001_m0.7_1.mp4,4
4,Fleece_wind2_b10_m1.3_1.mp4,Sweater_wind1_b10_m0.1_1.mp4,FeltGreen_wind2_b100_m1.3_1.mp4,4
5,Sha_wind1_b10_m0.3_1.mp4,Sha_wind3_b10_m0.3_1.mp4,Fleece_wind1_b0.01_m0.3_1.mp4,1
6,Cotton_wind3_b0.001_m1.3_1.mp4,Sweater_wind1_b0.001_m1_1.mp4,FeltGreen_wind3_b1_m1.7_1.mp4,6
7,FeltGreen_wind1_b100_m0.1_1.mp4,FeltGreen_wind3_b100_m0.5_1.mp4,Silk_wind2_b0.001_m0.5_1.mp4,2
8,Bro_wind3_b1_m1_1.mp4,Silk_wind1_b1_m1_1.mp4,Fleece_wind1_b0.001_m1_1.mp4,3
9,Sha_wind2_b1_m1.7_1.mp4,Sha_wind3_b1_m1.7_1.mp4,FeltGreen_wind3_b0.01_m1.7_1.mp4,5
10,Silk_wind3_b100_m1.7_1.mp4,Silk_wind1_b100_m1.7_1.mp4,Fleece_wind2_b1_m1.7_1.mp4,4
11,Sha_wind2_b100_m1_1.mp4,Bro_wind2_b100_m0.5_1.mp4,Fleece_wind3_b1_m1_1.mp4,6
12,Bro_wind2_b0.01_m1.7_1.mp4,Sha_wind3_b0.01_m0.1_1.mp4,Sha_wind3_b0.001_m0.7_1.mp4,10
13,Sweater_wind3_b10_m0.1_1.mp4,Cotton_wind2_b10_m0.1_1.mp4,Sha_wind1_b0.1_m0.1_1.mp4,5
14,Sweater_wind1_b0.01_m1.3_1.mp4,Fleece_wind2_b0.01_m1.7_1.mp4,Fleece_wind3_b0.001_m0.3_1.mp4,8
15,FeltGreen_wind2_b0.1_m0.3_1.mp4,Sha_wind3_b0.1_m0.3_1.mp4,Fleece_wind1_b0.01_m0.3_1.mp4,6
16,Cotton_wind1_b1_m0.3_1.mp4,Cotton_wind2_b1_m0.3_1.mp4,Sha_wind3_b0.001_m0.3_1.mp4,1
17,Cotton_wind1_b10_m0.7_1.mp4,Silk_wind2_b10_m0.3_1.mp4,Sweater_wind2_b0.001_m1.3_1.mp4,6
18,Sweater_wind1_b0.001_m1_1.mp4,FeltGreen_wind2_b0.001_m1_1.mp4,Sweater_wind2_b1_m1_1.mp4,6
19,Bro_wind2_b0.01_m0.7_1.mp4,Sha_wind2_b0.01_m0.7_1.mp4,Fleece_wind3_b1_m0.7_1.mp4,5
20,Silk_wind1_b100_m0.3_1.mp4,Sha_wind1_b100_m0.3_1.mp4,Silk_wind1_b0.01_m0.3_1.mp4,3
21,FeltGreen_wind3_b100_m0.7_1.mp4,Cotton_wind2_b100_m0.7_1.mp4,FeltGreen_wind1_b1_m0.7_1.mp4,5
22,FeltGreen_wind3_b0.01_m0.7_1.mp4,Cotton_wind3_b0.01_m0.7_1.mp4,Sha_wind2_b0.001_m0.7_1.mp4,5
23,Silk_wind1_b1_m0.7_1.mp4,Silk_wind1_b1_m0.7_1.mp4,Sweater_wind1_b10_m0.7_1.mp4,0
24,Fleece_wind2_b1_m0.1_1.mp4,Fleece_wind1_b1_m0.1_1.mp4,Bro_wind2_b0.1_m0.1_1.mp4,5
25,Fleece_wind3_b0.01_m1_1.mp4,Cotton_wind1_b0.01_m1.7_1.mp4,Fleece_wind3_b1_m0.3_1.mp4,7
26,Fleece_wind1_b0.001_m0.1_1.mp4,Fleece_wind1_b0.001_m0.1_1.mp4,Cotton_wind1_b0.1_m0.1_1.mp4,4
27,Silk_wind2_b100_m0.1_1.mp4,Fleece_wind3_b100_m0.1_1.mp4,Silk_wind1_b1_m0.1_1.mp4,5
28,Bro_wind1_b0.001_m0.3_1.mp4,Bro_wind3_b0.001_m1.7_1.mp4,Sweater_wind1_b0.1_m1_1.mp4,7
