Triplet #,Anchor,Positive,Negative,Hardness Score
1,Bro_wind1_b0.01_m0.7_1.mp4,Cotton_wind3_b0.01_m0.3_1.mp4,Fleece_wind3_b1_m1.7_1.mp4,8
2,Silk_wind2_b0.1_m0.1_1.mp4,Bro_wind3_b0.1_m0.1_1.mp4,Fleece_wind2_b1_m0.1_1.mp4,2
3,Sha_wind3_b1_m1_1.mp4,Fleece_wind1_b1_m1.3_1.mp4,Sweater_wind1_b10_m1.7_1.mp4,4
4,Cotton_wind1_b0.01_m0.7_1.mp4,Silk_wind3_b0.01_m0.3_1.mp4,Sha_wind2_b1_m0.3_1.mp4,6
5,FeltGreen_wind3_b100_m0.5_1.mp4,Sha_wind2_b100_m0.5_1.mp4,Sweater_wind1_b0.001_m0.5_1.mp4,3
6,Silk_wind2_b10_m1_1.mp4,Sha_wind1_b10_m1.7_1.mp4,Fleece_wind1_b0.1_m1.3_1.mp4,8
7,Cotton_wind2_b1_m0.7_1.mp4,Cotton_wind1_b1_m0.7_1.mp4,FeltGreen_wind3_b0.01_m0.7_1.mp4,4
8,Bro_wind3_b0.1_m0.3_1.mp4,FeltGreen_wind1_b0.1_m0.3_1.mp4,Cotton_wind2_b0.01_m0.3_1.mp4,6
9,FeltGreen_wind3_b0.001_m1.3_1.mp4,Bro_wind2_b0.001_m0.5_1.mp4,Cotton_wind1_b10_m0.5_1.mp4,4
10,FeltGreen_wind3_b1_m0.5_1.mp4,Sweater_wind3_b1_m1_1.mp4,Bro_wind2_b10_m1.7_1.mp4,2
11,Cotton_wind1_b1_m0.3_1.mp4,Sha_wind3_b1_m0.7_1.mp4,Cotton_wind2_b0.1_m1.7_1.mp4,7
12,Fleece_wind2_b100_m0.5_1.mp4,Sweater_wind1_b100_m0.7_1.mp4,FeltGreen_wind3_b0.01_m0.7_1.mp4,4
13,Sweater_wind2_b0.1_m0.3_1.mp4,Cotton_wind2_b0.1_m1.7_1.mp4,Bro_wind2_b0.01_m0.7_1.mp4,7
14,Silk_wind1_b10_m1_1.mp4,Silk_wind1_b10_m1_1.mp4,Fleece_wind2_b0.01_m1_1.mp4,0
15,Fleece_wind2_b10_m0.3_1.mp4,FeltGreen_wind3_b10_m0.3_1.mp4,Cotton_wind1_b1_m0.3_1.mp4,6
16,Silk_wind1_b100_m0.1_1.mp4,Sha_wind2_b100_m1.7_1.mp4,Bro_wind3_b0.1_m1_1.mp4,4
17,Silk_wind3_b10_m0.7_1.mp4,Sweater_wind3_b10_m0.7_1.mp4,Silk_wind1_b0.1_m0.7_1.mp4,4
18,Bro_wind2_b0.01_m0.3_1.mp4,Bro_wind3_b0.01_m0.3_1.mp4,Sha_wind2_b0.001_m0.3_1.mp4,5
19,Sha_wind3_b1_m1.3_1.mp4,Silk_wind1_b1_m0.1_1.mp4,Silk_wind2_b100_m0.5_1.mp4,9
20,Sweater_wind1_b100_m1_1.mp4,Sha_wind3_b100_m1_1.mp4,Sweater_wind2_b0.001_m1_1.mp4,3
21,Bro_wind2_b1_m0.1_1.mp4,Cotton_wind2_b1_m0.1_1.mp4,Fleece_wind3_b10_m0.1_1.mp4,1
22,Bro_wind2_b0.1_m0.7_1.mp4,Sweater_wind3_b0.1_m0.7_1.mp4,Sha_wind2_b0.001_m0.7_1.mp4,5
23,Fleece_wind3_b0.01_m0.7_1.mp4,Sweater_wind3_b0.01_m0.7_1.mp4,FeltGreen_wind2_b1_m0.7_1.mp4,5
24,Cotton_wind2_b10_m0.3_1.mp4,Bro_wind2_b10_m1.3_1.mp4,Silk_wind1_b100_m0.7_1.mp4,3
25,Fleece_wind1_b10_m0.5_1.mp4,FeltGreen_wind2_b10_m0.1_1.mp4,Sweater_wind3_b1_m1_1.mp4,7
26,Fleece_wind1_b100_m0.3_1.mp4,Fleece_wind2_b100_m1.3_1.mp4,Sha_wind3_b0.01_m1_1.mp4,5
27,FeltGreen_wind1_b1_m1.3_1.mp4,Silk_wind2_b1_m0.5_1.mp4,Sha_wind3_b10_m0.3_1.mp4,3
28,Fleece_wind1_b0.01_m1.3_1.mp4,Bro_wind1_b0.01_m1.7_1.mp4,Bro_wind3_b0.1_m0.1_1.mp4,3
29,Bro_wind1_b0.1_m0.7_1.mp4,Sweater_wind3_b0.1_m0.7_1.mp4,Bro_wind2_b0.01_m0.7_1.mp4,6
30,Fleece_wind1_b0.1_m0.1_1.mp4,FeltGreen_wind3_b0.1_m0.1_1.mp4,FeltGreen_wind2_b100_m0.1_1.mp4,6
31,FeltGreen_wind3_b100_m0.5_1.mp4,Cotton_wind1_b100_m0.3_1.mp4,FeltGreen_wind3_b0.001_m0.3_1.mp4,3
32,Silk_wind1_b10_m0.1_1.mp4,Silk_wind3_b10_m0.1_1.mp4,FeltGreen_wind3_b0.01_m0.3_1.mp4,2
33,Fleece_wind2_b0.001_m0.3_1.mp4,FeltGreen_wind3_b0.001_m0.3_1.mp4,FeltGreen_wind1_b100_m0.3_1.mp4,4
34,Silk_wind1_b1_m1.7_1.mp4,Sha_wind1_b1_m1.7_1.mp4,Silk_wind1_b10_m1.7_1.mp4,1
35,Bro_wind3_b1_m0.3_1.mp4,Fleece_wind3_b1_m1.3_1.mp4,FeltGreen_wind1_b0.01_m0.5_1.mp4,6
36,Sweater_wind3_b0.1_m0.1_1.mp4,Sha_wind2_b0.1_m0.1_1.mp4,FeltGreen_wind2_b1_m0.1_1.mp4,3
37,FeltGreen_wind3_b0.01_m0.1_1.mp4,Fleece_wind1_b0.01_m1.7_1.mp4,FeltGreen_wind3_b10_m0.3_1.mp4,7
38,FeltGreen_wind2_b100_m0.7_1.mp4,Sweater_wind3_b100_m0.7_1.mp4,Cotton_wind2_b10_m0.7_1.mp4,6
39,Cotton_wind2_b100_m0.3_1.mp4,Silk_wind2_b100_m1_1.mp4,Silk_wind1_b0.01_m1.7_1.mp4,5
40,Bro_wind3_b0.01_m1.3_1.mp4,Fleece_wind2_b0.01_m1.3_1.mp4,FeltGreen_wind3_b0.001_m0.3_1.mp4,6
41,Fleece_wind2_b100_m0.3_1.mp4,Cotton_wind2_b100_m0.3_1.mp4,Fleece_wind2_b0.1_m0.3_1.mp4,1
42,Sha_wind3_b0.001_m1_1.mp4,Sha_wind3_b0.001_m1_1.mp4,FeltGreen_wind2_b0.1_m1_1.mp4,4
43,Cotton_wind2_b0.1_m0.1_1.mp4,Fleece_wind3_b0.1_m0.1_1.mp4,Bro_wind2_b10_m0.1_1.mp4,6
44,Cotton_wind3_b0.1_m1_1.mp4,Bro_wind3_b0.1_m1_1.mp4,FeltGreen_wind3_b1_m0.5_1.mp4,1
45,FeltGreen_wind1_b10_m1.3_1.mp4,FeltGreen_wind1_b10_m1.3_1.mp4,Cotton_wind3_b0.1_m1.3_1.mp4,3
46,Bro_wind2_b1_m0.5_1.mp4,FeltGreen_wind3_b1_m0.5_1.mp4,Bro_wind2_b10_m0.5_1.mp4,2
47,Sha_wind3_b100_m1_1.mp4,Cotton_wind1_b100_m1_1.mp4,Fleece_wind3_b0.1_m1_1.mp4,2
48,FeltGreen_wind1_b100_m1_1.mp4,Fleece_wind2_b100_m0.5_1.mp4,Cotton_wind3_b0.1_m0.5_1.mp4,2
49,Cotton_wind3_b100_m0.3_1.mp4,Sha_wind2_b100_m0.3_1.mp4,Cotton_wind1_b0.1_m0.3_1.mp4,2
50,Bro_wind2_b0.01_m1_1.mp4,Silk_wind2_b0.01_m1_1.mp4,Fleece_wind1_b0.1_m1_1.mp4,1
