Triplet #,Anchor,Positive,Negative,Hardness Score
1,Silk_wind2_b10_m1.7_1.mp4,Sha_wind2_b10_m1.7_1.mp4,Silk_wind2_b0.001_m1.7_1.mp4,3
2,Sweater_wind2_b10_m1_1.mp4,Bro_wind3_b10_m1_1.mp4,Sha_wind2_b0.1_m1_1.mp4,5
3,Sha_wind2_b10_m0.3_1.mp4,Silk_wind3_b10_m0.3_1.mp4,Sweater_wind1_b0.01_m0.3_1.mp4,2
4,Fleece_wind1_b100_m1.7_1.mp4,Cotton_wind3_b100_m1.7_1.mp4,Fleece_wind2_b10_m1.7_1.mp4,6
5,Bro_wind2_b0.1_m1_1.mp4,Fleece_wind2_b0.1_m1_1.mp4,Sweater_wind3_b1_m1_1.mp4,1
6,Cotton_wind1_b1_m0.7_1.mp4,Sweater_wind3_b1_m0.7_1.mp4,Silk_wind1_b10_m1_1.mp4,2
7,Bro_wind1_b0.1_m0.1_1.mp4,Cotton_wind3_b0.1_m0.3_1.mp4,Silk_wind2_b0.001_m1_1.mp4,6
8,Sweater_wind1_b10_m0.5_1.mp4,Silk_wind2_b10_m0.5_1.mp4,Cotton_wind1_b1_m0.5_1.mp4,6
9,Fleece_wind3_b10_m0.3_1.mp4,Fleece_wind3_b10_m0.3_1.mp4,Fleece_wind3_b0.001_m0.3_1.mp4,2
10,Silk_wind1_b1_m1.3_1.mp4,Fleece_wind2_b1_m1.3_1.mp4,Sweater_wind1_b0.001_m1.3_1.mp4,2
11,Silk_wind3_b0.01_m1_1.mp4,Bro_wind3_b0.01_m1_1.mp4,Sha_wind1_b1_m1_1.mp4,5
12,Fleece_wind1_b0.1_m1.7_1.mp4,Bro_wind3_b0.1_m1.3_1.mp4,Sweater_wind1_b1_m1.7_1.mp4,4
13,Fleece_wind2_b0.01_m1.7_1.mp4,Sweater_wind1_b0.01_m0.7_1.mp4,Bro_wind1_b0.1_m0.5_1.mp4,4
14,Bro_wind3_b1_m1.7_1.mp4,Cotton_wind1_b1_m1.7_1.mp4,Cotton_wind2_b100_m1.7_1.mp4,7
15,Bro_wind1_b10_m0.3_1.mp4,Silk_wind1_b10_m0.5_1.mp4,Bro_wind1_b0.01_m0.5_1.mp4,1
16,Silk_wind2_b0.1_m1_1.mp4,Silk_wind1_b0.1_m1.3_1.mp4,Sweater_wind2_b0.001_m1.3_1.mp4,4
17,Bro_wind1_b100_m0.7_1.mp4,Bro_wind1_b100_m1_1.mp4,Sweater_wind3_b0.1_m0.3_1.mp4,1
18,Silk_wind3_b0.001_m0.3_1.mp4,Sha_wind2_b0.001_m0.3_1.mp4,FeltGreen_wind1_b1_m0.3_1.mp4,5
19,Bro_wind3_b0.01_m0.7_1.mp4,Sha_wind1_b0.01_m0.7_1.mp4,Bro_wind3_b1_m0.7_1.mp4,6
20,FeltGreen_wind3_b100_m0.3_1.mp4,Cotton_wind2_b100_m0.5_1.mp4,Sweater_wind2_b0.001_m1.3_1.mp4,5
21,Bro_wind1_b100_m0.1_1.mp4,Fleece_wind1_b100_m0.7_1.mp4,Fleece_wind3_b0.1_m0.1_1.mp4,4
22,Bro_wind3_b100_m1.3_1.mp4,Bro_wind3_b100_m1.3_1.mp4,Silk_wind3_b1_m1.3_1.mp4,3
23,Fleece_wind2_b0.001_m1_1.mp4,Fleece_wind1_b0.001_m1_1.mp4,Sha_wind2_b0.01_m1_1.mp4,1
24,Sha_wind2_b1_m0.3_1.mp4,Sha_wind2_b1_m0.3_1.mp4,FeltGreen_wind1_b0.1_m0.3_1.mp4,4
25,Sweater_wind1_b0.001_m0.7_1.mp4,Sweater_wind1_b0.001_m0.1_1.mp4,FeltGreen_wind1_b100_m0.1_1.mp4,1
26,Fleece_wind1_b100_m0.1_1.mp4,Bro_wind2_b100_m1_1.mp4,Sweater_wind2_b0.001_m0.5_1.mp4,6
27,Sha_wind3_b0.001_m0.3_1.mp4,FeltGreen_wind3_b0.001_m1.3_1.mp4,Fleece_wind2_b10_m1.3_1.mp4,3
28,Sha_wind1_b1_m0.5_1.mp4,Sha_wind2_b1_m1_1.mp4,Cotton_wind2_b0.1_m1.7_1.mp4,7
29,Sweater_wind1_b10_m0.7_1.mp4,Silk_wind3_b10_m1.7_1.mp4,Silk_wind2_b100_m1.7_1.mp4,3
30,Sweater_wind2_b0.1_m0.7_1.mp4,Bro_wind1_b0.1_m0.7_1.mp4,Sha_wind3_b0.001_m0.7_1.mp4,5
31,Cotton_wind2_b10_m1.7_1.mp4,Cotton_wind3_b10_m1.3_1.mp4,FeltGreen_wind2_b0.1_m1.3_1.mp4,4
32,Sweater_wind1_b0.1_m1_1.mp4,Sweater_wind1_b0.1_m1_1.mp4,Fleece_wind3_b1_m1_1.mp4,0
33,FeltGreen_wind2_b100_m0.1_1.mp4,Bro_wind3_b100_m0.1_1.mp4,FeltGreen_wind2_b10_m0.1_1.mp4,6
34,Silk_wind3_b0.001_m0.7_1.mp4,Sha_wind3_b0.001_m1_1.mp4,Sha_wind3_b100_m0.1_1.mp4,4
35,Silk_wind1_b0.1_m0.7_1.mp4,Silk_wind1_b0.1_m0.7_1.mp4,FeltGreen_wind1_b100_m0.7_1.mp4,3
36,Bro_wind2_b0.001_m1.3_1.mp4,Bro_wind1_b0.001_m1.3_1.mp4,Bro_wind1_b100_m1.3_1.mp4,3
37,Sha_wind3_b0.1_m0.5_1.mp4,Silk_wind3_b0.1_m0.5_1.mp4,FeltGreen_wind2_b1_m0.5_1.mp4,1
38,FeltGreen_wind1_b100_m0.5_1.mp4,Sha_wind2_b100_m0.5_1.mp4,Bro_wind1_b0.001_m0.5_1.mp4,3
39,Silk_wind3_b10_m1.7_1.mp4,Sha_wind3_b10_m1.7_1.mp4,Fleece_wind3_b1_m1.7_1.mp4,5
40,Bro_wind2_b0.01_m1.3_1.mp4,Sha_wind2_b0.01_m1.3_1.mp4,Cotton_wind1_b1_m1.3_1.mp4,5
41,Silk_wind2_b0.01_m0.7_1.mp4,Silk_wind1_b0.01_m0.7_1.mp4,FeltGreen_wind2_b0.001_m0.7_1.mp4,5
42,FeltGreen_wind2_b0.01_m0.1_1.mp4,Sweater_wind2_b0.01_m1_1.mp4,Sha_wind3_b10_m1.7_1.mp4,5
43,Sweater_wind3_b100_m0.5_1.mp4,Cotton_wind3_b100_m0.3_1.mp4,Sha_wind1_b10_m0.3_1.mp4,5
44,Cotton_wind3_b100_m1.3_1.mp4,FeltGreen_wind2_b100_m0.7_1.mp4,Fleece_wind1_b0.1_m0.7_1.mp4,2
45,Sha_wind3_b0.1_m1.7_1.mp4,Sweater_wind3_b0.1_m1.3_1.mp4,Bro_wind3_b1_m1_1.mp4,2
46,FeltGreen_wind3_b0.01_m0.1_1.mp4,Fleece_wind3_b0.01_m0.1_1.mp4,Bro_wind2_b1_m0.1_1.mp4,5
47,Bro_wind2_b0.1_m0.3_1.mp4,Fleece_wind2_b0.1_m1.3_1.mp4,Fleece_wind1_b100_m1_1.mp4,7
48,FeltGreen_wind1_b0.01_m0.7_1.mp4,Bro_wind2_b0.01_m1.3_1.mp4,Sweater_wind2_b10_m0.3_1.mp4,8
49,Cotton_wind3_b0.001_m1_1.mp4,Fleece_wind1_b0.001_m1_1.mp4,Sweater_wind2_b0.01_m0.1_1.mp4,2
50,FeltGreen_wind2_b0.01_m1.3_1.mp4,Bro_wind1_b0.01_m0.1_1.mp4,Silk_wind2_b100_m1.3_1.mp4,6
