Triplet #,Anchor,Positive,Negative,Hardness Score
1,Sweater_wind3_b0.01_m1.7_1.mp4,Sweater_wind3_b0.01_m0.3_1.mp4,Sha_wind1_b0.1_m1_1.mp4,2
2,Sweater_wind1_b0.1_m0.3_1.mp4,Fleece_wind3_b0.1_m0.3_1.mp4,Cotton_wind2_b100_m0.3_1.mp4,5
3,Silk_wind3_b100_m0.3_1.mp4,Sweater_wind3_b100_m1.3_1.mp4,Sweater_wind1_b0.1_m1.7_1.mp4,3
4,Silk_wind2_b0.001_m0.5_1.mp4,Cotton_wind3_b0.001_m0.7_1.mp4,Sweater_wind1_b100_m0.1_1.mp4,4
5,Cotton_wind1_b1_m0.5_1.mp4,Cotton_wind2_b1_m0.1_1.mp4,Fleece_wind1_b0.001_m0.1_1.mp4,1
6,Fleece_wind1_b100_m1_1.mp4,Bro_wind2_b100_m0.5_1.mp4,Sha_wind2_b10_m1_1.mp4,9
7,Fleece_wind2_b0.01_m0.7_1.mp4,Silk_wind2_b0.01_m0.7_1.mp4,Fleece_wind2_b0.001_m0.7_1.mp4,5
8,Bro_wind1_b0.001_m0.5_1.mp4,Silk_wind3_b0.001_m1.3_1.mp4,Sweater_wind1_b0.01_m1.7_1.mp4,3
9,Fleece_wind2_b10_m1_1.mp4,FeltGreen_wind3_b10_m1_1.mp4,Sha_wind2_b0.001_m1_1.mp4,4
10,Bro_wind3_b10_m0.3_1.mp4,FeltGreen_wind1_b10_m0.3_1.mp4,Sha_wind2_b100_m0.3_1.mp4,2
11,Sweater_wind2_b0.01_m0.1_1.mp4,Sweater_wind1_b0.01_m0.3_1.mp4,Sha_wind3_b0.001_m1.7_1.mp4,6
12,FeltGreen_wind3_b0.01_m0.5_1.mp4,FeltGreen_wind1_b0.01_m1_1.mp4,Fleece_wind1_b100_m0.5_1.mp4,6
13,FeltGreen_wind1_b1_m0.3_1.mp4,Fleece_wind2_b1_m0.5_1.mp4,Sweater_wind2_b0.01_m1.3_1.mp4,7
14,Bro_wind2_b0.01_m1_1.mp4,Bro_wind3_b0.01_m1.3_1.mp4,FeltGreen_wind2_b0.1_m0.3_1.mp4,2
15,Sha_wind2_b1_m1.3_1.mp4,Cotton_wind3_b1_m1.7_1.mp4,Sha_wind3_b100_m0.3_1.mp4,8
16,Cotton_wind1_b100_m1.3_1.mp4,Fleece_wind1_b100_m1_1.mp4,Silk_wind2_b0.01_m1.3_1.mp4,5
17,Cotton_wind2_b1_m0.7_1.mp4,Bro_wind3_b1_m0.1_1.mp4,FeltGreen_wind3_b0.001_m0.1_1.mp4,3
18,Sha_wind3_b100_m0.3_1.mp4,Bro_wind1_b100_m0.3_1.mp4,Fleece_wind3_b0.1_m0.3_1.mp4,2
19,Sweater_wind3_b100_m1.7_1.mp4,Bro_wind1_b100_m1.7_1.mp4,Silk_wind3_b10_m1.7_1.mp4,6
20,Bro_wind2_b0.001_m0.7_1.mp4,Bro_wind1_b0.001_m0.7_1.mp4,Cotton_wind3_b0.01_m0.7_1.mp4,1
21,Silk_wind1_b10_m0.1_1.mp4,Sha_wind1_b10_m0.1_1.mp4,Cotton_wind3_b100_m0.5_1.mp4,1
22,Sha_wind3_b0.01_m0.3_1.mp4,FeltGreen_wind1_b0.01_m0.3_1.mp4,Sweater_wind2_b0.001_m0.3_1.mp4,6
23,Silk_wind1_b0.001_m0.1_1.mp4,Silk_wind3_b0.001_m0.1_1.mp4,Sha_wind1_b0.1_m0.1_1.mp4,5
24,FeltGreen_wind1_b10_m1.7_1.mp4,Fleece_wind1_b10_m1.3_1.mp4,FeltGreen_wind3_b0.1_m0.7_1.mp4,5
25,Sweater_wind1_b0.001_m0.5_1.mp4,FeltGreen_wind2_b0.001_m1_1.mp4,FeltGreen_wind1_b0.01_m0.1_1.mp4,5
26,Cotton_wind2_b0.001_m1.3_1.mp4,Silk_wind3_b0.001_m1_1.mp4,Silk_wind2_b100_m1_1.mp4,4
27,FeltGreen_wind3_b0.1_m1.3_1.mp4,Cotton_wind3_b0.1_m1.3_1.mp4,Fleece_wind3_b1_m0.5_1.mp4,1
28,Bro_wind1_b0.1_m1.7_1.mp4,Fleece_wind1_b0.1_m1.7_1.mp4,Fleece_wind2_b1_m1_1.mp4,2
29,Sha_wind3_b100_m1.3_1.mp4,Sweater_wind1_b100_m1_1.mp4,FeltGreen_wind1_b10_m1_1.mp4,7
30,Silk_wind1_b0.01_m0.7_1.mp4,Cotton_wind3_b0.01_m1.7_1.mp4,Silk_wind1_b0.001_m1_1.mp4,8
31,Bro_wind3_b0.001_m1_1.mp4,Sweater_wind1_b0.001_m1_1.mp4,Fleece_wind1_b1_m1_1.mp4,6
32,Cotton_wind1_b0.01_m1.3_1.mp4,Bro_wind2_b0.01_m1.3_1.mp4,Bro_wind3_b100_m0.7_1.mp4,5
33,Fleece_wind1_b100_m0.3_1.mp4,Silk_wind2_b100_m1.3_1.mp4,Cotton_wind3_b0.001_m1.7_1.mp4,4
34,Silk_wind3_b0.01_m0.5_1.mp4,Cotton_wind2_b0.01_m1_1.mp4,FeltGreen_wind1_b10_m0.3_1.mp4,7
35,Fleece_wind1_b0.01_m0.5_1.mp4,FeltGreen_wind2_b0.01_m0.5_1.mp4,Sha_wind1_b10_m0.5_1.mp4,5
36,Sha_wind3_b0.01_m0.7_1.mp4,Sweater_wind2_b0.01_m0.7_1.mp4,Cotton_wind3_b100_m0.7_1.mp4,4
