Triplet_ID,Anchor,Positive,Negative,Hardness Score
1,Sweater_wind3_b0.01_m0.3_1.avi,FeltGreen_wind2_b0.01_m1.3_1.avi,Sweater_wind2_b0.001_m0.5_1.avi,9
2,FeltGreen_wind1_b100_m0.1_1.avi,Sha_wind1_b100_m0.3_1.avi,Sweater_wind3_b0.01_m1_1.avi,4
3,Bro_wind3_b0.1_m1.3_1.avi,Fleece_wind2_b0.1_m1_1.avi,Sha_wind2_b10_m0.7_1.avi,8
4,Silk_wind3_b100_m0.7_1.avi,Fleece_wind1_b100_m0.3_1.avi,Sweater_wind2_b10_m0.7_1.avi,8
5,Silk_wind1_b1_m0.1_1.avi,Sweater_wind1_b1_m1.7_1.avi,Cotton_wind3_b0.001_m1_1.avi,3
6,Fleece_wind1_b0.01_m0.1_1.avi,Silk_wind2_b0.01_m1.3_1.avi,Cotton_wind2_b1_m1_1.avi,9
7,Fleece_wind3_b0.01_m1.3_1.avi,FeltGreen_wind1_b0.01_m1.3_1.avi,Bro_wind1_b100_m1.3_1.avi,5
8,Cotton_wind1_b0.001_m1_1.avi,Bro_wind2_b0.001_m0.5_1.avi,Fleece_wind2_b10_m0.3_1.avi,6
9,Cotton_wind1_b0.01_m0.5_1.avi,FeltGreen_wind1_b0.01_m0.1_1.avi,FeltGreen_wind3_b100_m1.7_1.avi,5
10,FeltGreen_wind2_b100_m0.3_1.avi,Fleece_wind2_b100_m1.3_1.avi,FeltGreen_wind3_b10_m0.5_1.avi,7
11,Fleece_wind1_b1_m1.7_1.avi,Sha_wind2_b1_m0.3_1.avi,Silk_wind3_b10_m1_1.avi,4
12,Sha_wind2_b0.001_m1.7_1.avi,Silk_wind3_b0.001_m1.3_1.avi,Sweater_wind1_b1_m1.3_1.avi,5
13,Silk_wind2_b100_m1.3_1.avi,FeltGreen_wind3_b100_m0.3_1.avi,Cotton_wind2_b1_m0.1_1.avi,6
14,Silk_wind1_b0.1_m0.7_1.avi,Sweater_wind2_b0.1_m1.3_1.avi,Fleece_wind2_b10_m0.5_1.avi,9
15,FeltGreen_wind1_b10_m0.7_1.avi,Fleece_wind3_b10_m1.7_1.avi,Sweater_wind1_b1_m1.7_1.avi,6
16,FeltGreen_wind2_b0.1_m0.1_1.avi,Bro_wind1_b0.1_m0.1_1.avi,Fleece_wind3_b0.01_m1.3_1.avi,6
17,Bro_wind1_b10_m1.3_1.avi,Bro_wind1_b10_m1.7_1.avi,Bro_wind2_b1_m0.3_1.avi,5
18,Bro_wind1_b0.001_m1.7_1.avi,Cotton_wind2_b0.001_m0.5_1.avi,FeltGreen_wind1_b1_m1_1.avi,7
19,Cotton_wind1_b10_m0.1_1.avi,Sweater_wind1_b10_m0.5_1.avi,Bro_wind1_b1_m1.7_1.avi,6
20,FeltGreen_wind1_b1_m1_1.avi,Cotton_wind2_b1_m0.7_1.avi,FeltGreen_wind2_b0.1_m1_1.avi,9
21,Bro_wind2_b0.01_m1.3_1.avi,Bro_wind2_b0.01_m0.1_1.avi,Fleece_wind1_b0.001_m1_1.avi,6
22,Fleece_wind1_b10_m0.1_1.avi,Silk_wind2_b10_m1_1.avi,FeltGreen_wind3_b1_m1.3_1.avi,7
23,Sha_wind1_b1_m0.3_1.avi,Sweater_wind3_b1_m1.7_1.avi,Sweater_wind1_b100_m1.3_1.avi,9
24,Sweater_wind2_b0.01_m0.1_1.avi,Sweater_wind1_b0.01_m1_1.avi,Silk_wind3_b0.1_m1_1.avi,1
25,FeltGreen_wind2_b0.1_m1.7_1.avi,Bro_wind1_b0.1_m0.5_1.avi,Cotton_wind3_b0.01_m0.5_1.avi,6
26,Bro_wind3_b10_m0.1_1.avi,Sweater_wind1_b10_m0.7_1.avi,Bro_wind2_b0.1_m1.3_1.avi,6
27,Sha_wind3_b100_m0.7_1.avi,Silk_wind3_b100_m1_1.avi,Silk_wind3_b10_m0.3_1.avi,7
28,Sweater_wind1_b1_m0.7_1.avi,FeltGreen_wind2_b1_m0.1_1.avi,Sweater_wind2_b10_m1.3_1.avi,4
