Triplet_ID,Anchor,Positive,Negative,Hardness Score
1,Silk_wind3_b100_m1_1.avi,Silk_wind1_b100_m0.5_1.avi,Bro_wind2_b0.1_m0.5_1.avi,1
2,FeltGreen_wind3_b0.01_m0.7_1.avi,Cotton_wind1_b0.01_m1.7_1.avi,Sha_wind2_b0.001_m0.3_1.avi,8
3,Fleece_wind1_b1_m1.3_1.avi,Sweater_wind3_b1_m0.3_1.avi,FeltGreen_wind3_b0.1_m0.7_1.avi,9
4,FeltGreen_wind1_b100_m1_1.avi,Bro_wind2_b100_m0.7_1.avi,Silk_wind3_b0.001_m0.5_1.avi,4
5,Bro_wind2_b1_m0.1_1.avi,Fleece_wind2_b1_m1.7_1.avi,Sha_wind3_b0.1_m1.7_1.avi,5
6,Fleece_wind1_b0.001_m0.3_1.avi,Cotton_wind2_b0.001_m0.1_1.avi,FeltGreen_wind3_b0.1_m1.3_1.avi,7
7,Bro_wind2_b1_m0.1_1.avi,Cotton_wind1_b1_m0.5_1.avi,Bro_wind1_b0.001_m0.1_1.avi,5
8,Cotton_wind1_b0.1_m0.1_1.avi,Cotton_wind1_b0.1_m0.5_1.avi,Sweater_wind1_b100_m0.5_1.avi,3
9,Sha_wind3_b10_m1.3_1.avi,FeltGreen_wind2_b10_m1.7_1.avi,Sweater_wind1_b0.1_m0.3_1.avi,6
10,Sha_wind3_b0.1_m0.3_1.avi,Sha_wind2_b0.1_m0.7_1.avi,Fleece_wind3_b0.001_m1.7_1.avi,5
11,Cotton_wind1_b1_m0.5_1.avi,Silk_wind2_b1_m1.3_1.avi,Bro_wind3_b0.1_m0.1_1.avi,8
12,FeltGreen_wind2_b0.01_m1.7_1.avi,Cotton_wind1_b0.01_m0.7_1.avi,Bro_wind1_b0.001_m0.7_1.avi,7
13,Cotton_wind2_b0.1_m1.7_1.avi,Sha_wind3_b0.1_m0.5_1.avi,Fleece_wind3_b10_m0.1_1.avi,8
14,Fleece_wind3_b10_m1_1.avi,Sha_wind1_b10_m0.3_1.avi,Sha_wind2_b0.1_m0.3_1.avi,6
15,Bro_wind1_b0.001_m1.3_1.avi,Silk_wind1_b0.001_m0.5_1.avi,Bro_wind1_b100_m1_1.avi,4
16,Sha_wind1_b0.001_m0.1_1.avi,Sha_wind2_b0.001_m0.3_1.avi,Fleece_wind1_b10_m1.7_1.avi,4
17,Bro_wind3_b100_m1_1.avi,Sweater_wind2_b100_m0.5_1.avi,Bro_wind2_b0.1_m1.3_1.avi,5
18,Bro_wind2_b1_m0.3_1.avi,Cotton_wind3_b1_m0.1_1.avi,FeltGreen_wind3_b0.1_m1.7_1.avi,8
19,Bro_wind2_b0.001_m1.3_1.avi,Silk_wind3_b0.001_m0.7_1.avi,Sha_wind3_b0.01_m0.5_1.avi,4
20,Fleece_wind2_b100_m1_1.avi,Fleece_wind1_b100_m0.5_1.avi,Silk_wind2_b1_m1.3_1.avi,6
21,Fleece_wind3_b10_m0.3_1.avi,Cotton_wind3_b10_m0.3_1.avi,Sweater_wind3_b100_m0.7_1.avi,1
22,FeltGreen_wind1_b10_m1.3_1.avi,Bro_wind1_b10_m0.7_1.avi,Bro_wind2_b0.001_m0.3_1.avi,5
23,Fleece_wind1_b1_m0.7_1.avi,Silk_wind1_b1_m0.1_1.avi,Sha_wind2_b100_m1_1.avi,7
24,Bro_wind2_b0.001_m0.5_1.avi,Cotton_wind2_b0.001_m0.5_1.avi,Silk_wind3_b0.1_m1.7_1.avi,5
25,Bro_wind1_b0.001_m0.3_1.avi,Sha_wind3_b0.001_m1_1.avi,Bro_wind3_b10_m1.7_1.avi,6
26,FeltGreen_wind1_b0.01_m0.3_1.avi,Sha_wind1_b0.01_m1.7_1.avi,Cotton_wind1_b10_m0.3_1.avi,6
27,Fleece_wind2_b100_m0.3_1.avi,Bro_wind3_b100_m0.1_1.avi,Fleece_wind1_b0.1_m0.3_1.avi,4
28,Bro_wind3_b0.1_m1_1.avi,Sweater_wind1_b0.1_m0.1_1.avi,Sweater_wind3_b10_m0.3_1.avi,9
29,Bro_wind1_b0.001_m0.3_1.avi,FeltGreen_wind2_b0.001_m0.5_1.avi,Bro_wind2_b0.1_m0.3_1.avi,9
30,Silk_wind3_b0.01_m1.3_1.avi,Fleece_wind2_b0.01_m0.7_1.avi,Sha_wind2_b0.001_m1.3_1.avi,9
31,FeltGreen_wind1_b10_m0.1_1.avi,Sweater_wind1_b10_m0.1_1.avi,Silk_wind3_b0.001_m1_1.avi,3
32,Silk_wind3_b10_m1.7_1.avi,Fleece_wind2_b10_m1.3_1.avi,FeltGreen_wind1_b0.1_m1.3_1.avi,5
33,Sweater_wind1_b100_m0.3_1.avi,Silk_wind3_b100_m1_1.avi,Bro_wind2_b10_m1_1.avi,6
34,Bro_wind3_b0.1_m1_1.avi,FeltGreen_wind1_b0.1_m1.3_1.avi,Bro_wind3_b0.001_m0.5_1.avi,6
35,Sha_wind2_b1_m0.1_1.avi,Fleece_wind3_b1_m0.1_1.avi,Sha_wind3_b0.001_m0.7_1.avi,3
36,Bro_wind1_b0.01_m1.3_1.avi,Sha_wind2_b0.01_m1.7_1.avi,Silk_wind3_b10_m0.5_1.avi,6
37,FeltGreen_wind1_b1_m0.3_1.avi,Cotton_wind3_b1_m1.7_1.avi,FeltGreen_wind1_b0.001_m0.7_1.avi,4
38,Silk_wind3_b0.001_m1.3_1.avi,Silk_wind1_b0.001_m0.1_1.avi,Sweater_wind3_b10_m0.1_1.avi,3
39,Sweater_wind1_b0.01_m1.7_1.avi,Fleece_wind1_b0.01_m1.7_1.avi,Sha_wind3_b0.001_m1.3_1.avi,5
