Triplet_ID,Anchor,Positive,Negative,Hardness Score
1,Fleece_wind1_b0.01_m1.7_1.avi,Sweater_wind1_b0.01_m1_1.avi,Sha_wind2_b10_m0.1_1.avi,5
2,Sha_wind2_b0.001_m1_1.avi,Fleece_wind1_b0.001_m1.7_1.avi,Sha_wind3_b100_m0.7_1.avi,5
3,Silk_wind2_b0.001_m1_1.avi,Bro_wind1_b0.001_m1.3_1.avi,Silk_wind1_b1_m0.3_1.avi,7
4,Bro_wind3_b10_m0.1_1.avi,Bro_wind1_b10_m1_1.avi,Silk_wind1_b100_m1_1.avi,2
5,Cotton_wind2_b0.001_m1.7_1.avi,Sha_wind1_b0.001_m1_1.avi,Sha_wind1_b0.01_m1.7_1.avi,6
6,Silk_wind3_b10_m1_1.avi,Bro_wind3_b10_m1_1.avi,Cotton_wind3_b1_m1.3_1.avi,5
7,Silk_wind1_b100_m0.3_1.avi,Fleece_wind3_b100_m1.3_1.avi,Fleece_wind3_b0.001_m0.3_1.avi,7
8,Bro_wind3_b0.1_m1.7_1.avi,FeltGreen_wind3_b0.1_m0.7_1.avi,Silk_wind2_b0.01_m0.1_1.avi,6
9,Bro_wind2_b10_m0.3_1.avi,Sha_wind1_b10_m0.3_1.avi,Fleece_wind2_b100_m1.7_1.avi,2
10,Fleece_wind3_b100_m1_1.avi,Sha_wind2_b100_m1.3_1.avi,Bro_wind2_b1_m1.3_1.avi,6
11,Fleece_wind1_b10_m1.7_1.avi,Silk_wind1_b10_m0.3_1.avi,FeltGreen_wind2_b0.001_m0.7_1.avi,5
12,FeltGreen_wind2_b0.001_m0.1_1.avi,Sweater_wind1_b0.001_m0.1_1.avi,Fleece_wind3_b0.01_m1_1.avi,2
13,Cotton_wind3_b100_m1.3_1.avi,Cotton_wind3_b100_m1.3_1.avi,Sha_wind1_b0.1_m1_1.avi,0
14,FeltGreen_wind2_b0.1_m0.5_1.avi,Fleece_wind1_b0.1_m0.1_1.avi,Fleece_wind3_b0.001_m0.5_1.avi,8
15,Fleece_wind1_b0.001_m1_1.avi,Fleece_wind2_b0.001_m1_1.avi,Silk_wind3_b1_m1_1.avi,4
16,Cotton_wind1_b0.01_m1.3_1.avi,Cotton_wind3_b0.01_m0.7_1.avi,Sha_wind3_b10_m1.7_1.avi,7
17,Fleece_wind2_b1_m0.1_1.avi,Cotton_wind2_b1_m1.3_1.avi,Fleece_wind2_b0.01_m1_1.avi,6
18,Sha_wind2_b0.1_m1.3_1.avi,Sha_wind2_b0.1_m0.1_1.avi,Sweater_wind1_b1_m0.5_1.avi,2
19,Fleece_wind1_b100_m0.5_1.avi,Bro_wind2_b100_m0.7_1.avi,Fleece_wind3_b0.1_m0.7_1.avi,2
20,Sha_wind3_b0.001_m0.3_1.avi,Silk_wind2_b0.001_m0.1_1.avi,Silk_wind1_b100_m0.7_1.avi,5
21,Sweater_wind2_b10_m1_1.avi,Fleece_wind1_b10_m0.7_1.avi,FeltGreen_wind2_b0.001_m0.5_1.avi,5
22,Fleece_wind2_b0.001_m0.3_1.avi,Sha_wind1_b0.001_m0.5_1.avi,Silk_wind2_b0.01_m0.3_1.avi,4
23,Fleece_wind1_b0.001_m1_1.avi,Cotton_wind3_b0.001_m1.7_1.avi,Fleece_wind2_b100_m1.7_1.avi,3
24,Silk_wind1_b1_m1.7_1.avi,Sweater_wind1_b1_m0.3_1.avi,Cotton_wind2_b0.1_m1_1.avi,7
25,FeltGreen_wind1_b1_m0.3_1.avi,Silk_wind3_b1_m0.1_1.avi,Bro_wind3_b10_m0.7_1.avi,4
26,FeltGreen_wind2_b1_m0.1_1.avi,Bro_wind1_b1_m0.5_1.avi,Fleece_wind2_b100_m0.3_1.avi,8
27,Cotton_wind1_b100_m0.1_1.avi,Bro_wind3_b100_m1.3_1.avi,Cotton_wind3_b1_m0.5_1.avi,8
28,FeltGreen_wind3_b1_m0.5_1.avi,Fleece_wind2_b1_m0.5_1.avi,FeltGreen_wind2_b10_m1.7_1.avi,3
29,Cotton_wind2_b100_m0.7_1.avi,Bro_wind3_b100_m1.7_1.avi,Fleece_wind2_b0.01_m1.3_1.avi,6
30,Silk_wind2_b0.01_m1.7_1.avi,Cotton_wind3_b0.01_m1.3_1.avi,Fleece_wind2_b0.1_m0.3_1.avi,3
31,FeltGreen_wind1_b0.001_m0.7_1.avi,Cotton_wind2_b0.001_m0.7_1.avi,Bro_wind1_b100_m0.5_1.avi,3
32,Cotton_wind1_b100_m0.5_1.avi,Sha_wind1_b100_m0.1_1.avi,Cotton_wind3_b0.01_m0.1_1.avi,3
33,Cotton_wind3_b1_m0.1_1.avi,FeltGreen_wind3_b1_m1.3_1.avi,Fleece_wind1_b0.1_m1_1.avi,7
34,FeltGreen_wind3_b100_m0.1_1.avi,Cotton_wind2_b100_m0.3_1.avi,Sweater_wind2_b0.001_m0.1_1.avi,6
35,Fleece_wind1_b0.01_m1.7_1.avi,FeltGreen_wind3_b0.01_m0.1_1.avi,Sweater_wind2_b10_m0.7_1.avi,7
36,Silk_wind3_b1_m0.3_1.avi,FeltGreen_wind2_b1_m0.3_1.avi,Sweater_wind2_b10_m0.1_1.avi,3
37,FeltGreen_wind1_b0.001_m0.3_1.avi,Silk_wind1_b0.001_m1_1.avi,Bro_wind2_b10_m0.1_1.avi,5
38,Sweater_wind3_b0.001_m1.7_1.avi,Silk_wind3_b0.001_m1_1.avi,Silk_wind2_b10_m0.7_1.avi,5
39,Silk_wind3_b100_m0.5_1.avi,Sweater_wind3_b100_m0.7_1.avi,Bro_wind3_b0.001_m1_1.avi,3
40,Silk_wind1_b1_m1.7_1.avi,Bro_wind2_b1_m0.5_1.avi,Fleece_wind1_b0.1_m1.7_1.avi,8
41,Sha_wind1_b1_m0.1_1.avi,Cotton_wind3_b1_m1_1.avi,Silk_wind2_b0.001_m0.7_1.avi,4
42,Cotton_wind3_b0.01_m0.1_1.avi,Bro_wind2_b0.01_m1.3_1.avi,FeltGreen_wind3_b100_m1_1.avi,6
43,Sweater_wind2_b10_m1.7_1.avi,Fleece_wind3_b10_m0.7_1.avi,Sweater_wind3_b100_m0.5_1.avi,4
44,Fleece_wind1_b10_m1_1.avi,Cotton_wind2_b10_m1_1.avi,FeltGreen_wind3_b0.1_m0.7_1.avi,5
45,Fleece_wind2_b1_m0.1_1.avi,FeltGreen_wind1_b1_m0.7_1.avi,Bro_wind1_b0.001_m0.1_1.avi,5
46,Cotton_wind2_b0.1_m1.3_1.avi,Silk_wind2_b0.1_m1_1.avi,Cotton_wind1_b1_m0.7_1.avi,2
47,FeltGreen_wind1_b1_m0.5_1.avi,Fleece_wind2_b1_m0.5_1.avi,Sweater_wind2_b100_m0.7_1.avi,7
48,FeltGreen_wind1_b0.1_m1.3_1.avi,Sweater_wind2_b0.1_m0.7_1.avi,Sweater_wind2_b10_m1_1.avi,10
49,Bro_wind1_b1_m1_1.avi,FeltGreen_wind2_b1_m1_1.avi,Bro_wind1_b0.001_m0.5_1.avi,2
50,Cotton_wind1_b0.1_m1.3_1.avi,Sweater_wind3_b0.1_m0.5_1.avi,Bro_wind3_b10_m0.3_1.avi,8
51,Sha_wind3_b100_m0.5_1.avi,Bro_wind3_b100_m0.7_1.avi,Fleece_wind2_b10_m1.7_1.avi,6
52,Sha_wind2_b10_m1.3_1.avi,Fleece_wind3_b10_m0.7_1.avi,Sweater_wind2_b1_m1.7_1.avi,8
53,Sha_wind3_b1_m0.5_1.avi,Fleece_wind2_b1_m0.5_1.avi,Fleece_wind3_b10_m1_1.avi,3
54,Cotton_wind3_b100_m0.5_1.avi,Bro_wind2_b100_m0.7_1.avi,Cotton_wind3_b10_m0.3_1.avi,7
55,Bro_wind2_b0.001_m1.7_1.avi,Sweater_wind2_b0.001_m0.1_1.avi,Silk_wind2_b10_m0.7_1.avi,5
56,Sha_wind3_b0.1_m0.3_1.avi,Bro_wind2_b0.1_m0.5_1.avi,Silk_wind1_b100_m1.7_1.avi,6
