Triplet #,Anchor,Positive,Negative,Hardness Score
1,FeltGreen_wind2_b1_m1.7_1.mp4,Sweater_wind1_b1_m1_1.mp4,Sweater_wind2_b0.01_m0.5_1.mp4,7
2,FeltGreen_wind2_b0.001_m0.1_1.mp4,Cotton_wind3_b0.001_m1_1.mp4,Sha_wind1_b1_m0.5_1.mp4,7
3,Cotton_wind1_b1_m0.7_1.mp4,Sweater_wind1_b1_m0.7_1.mp4,Bro_wind3_b100_m0.7_1.mp4,5
4,Bro_wind3_b100_m0.7_1.mp4,Sha_wind3_b100_m0.1_1.mp4,FeltGreen_wind1_b0.01_m0.1_1.mp4,3
5,Fleece_wind1_b1_m0.5_1.mp4,Sweater_wind1_b1_m0.7_1.mp4,Bro_wind2_b0.1_m1.7_1.mp4,6
6,Sha_wind3_b0.001_m1_1.mp4,Cotton_wind1_b0.001_m1_1.mp4,Fleece_wind1_b0.01_m1_1.mp4,3
7,Sweater_wind3_b10_m0.1_1.mp4,Sha_wind2_b10_m1.7_1.mp4,Bro_wind2_b0.01_m1.3_1.mp4,5
8,FeltGreen_wind2_b0.1_m1.7_1.mp4,Silk_wind1_b0.1_m0.3_1.mp4,Cotton_wind2_b10_m1.7_1.mp4,8
9,Bro_wind2_b0.1_m1.7_1.mp4,FeltGreen_wind3_b0.1_m1.7_1.mp4,FeltGreen_wind3_b0.01_m1.7_1.mp4,8
10,FeltGreen_wind1_b0.001_m0.7_1.mp4,Silk_wind2_b0.001_m0.7_1.mp4,FeltGreen_wind2_b0.01_m0.7_1.mp4,3
11,FeltGreen_wind3_b1_m1.3_1.mp4,Bro_wind3_b1_m1.3_1.mp4,Fleece_wind2_b0.1_m1.3_1.mp4,5
12,Bro_wind1_b10_m1.7_1.mp4,Cotton_wind3_b10_m1.7_1.mp4,Sha_wind2_b0.01_m1.7_1.mp4,2
13,Bro_wind2_b0.1_m0.1_1.mp4,Sha_wind2_b0.1_m0.1_1.mp4,Fleece_wind3_b0.001_m0.1_1.mp4,4
14,Bro_wind2_b1_m0.7_1.mp4,Sha_wind2_b1_m0.7_1.mp4,Cotton_wind3_b10_m0.7_1.mp4,1
15,Cotton_wind1_b1_m0.5_1.mp4,Fleece_wind2_b1_m1.3_1.mp4,Bro_wind1_b0.01_m1_1.mp4,7
16,Fleece_wind2_b0.01_m0.3_1.mp4,Cotton_wind2_b0.01_m0.3_1.mp4,FeltGreen_wind2_b10_m0.3_1.mp4,4
17,Silk_wind2_b10_m0.7_1.mp4,Cotton_wind1_b10_m1.7_1.mp4,Silk_wind2_b0.1_m0.7_1.mp4,7
18,Bro_wind3_b10_m0.1_1.mp4,Sweater_wind2_b10_m0.1_1.mp4,Cotton_wind3_b0.1_m0.1_1.mp4,5
19,Sha_wind2_b0.001_m0.7_1.mp4,Sweater_wind2_b0.001_m1.7_1.mp4,Sha_wind1_b1_m1.3_1.mp4,6
20,Bro_wind1_b0.001_m1.3_1.mp4,FeltGreen_wind3_b0.001_m0.3_1.mp4,FeltGreen_wind1_b1_m1.7_1.mp4,8
21,FeltGreen_wind3_b0.01_m0.3_1.mp4,FeltGreen_wind3_b0.01_m0.3_1.mp4,Silk_wind1_b100_m0.3_1.mp4,2
22,Fleece_wind3_b100_m0.5_1.mp4,Fleece_wind2_b100_m1.7_1.mp4,FeltGreen_wind3_b1_m1_1.mp4,6
23,Sweater_wind1_b0.01_m0.3_1.mp4,Fleece_wind3_b0.01_m1_1.mp4,Bro_wind3_b10_m0.7_1.mp4,8
24,Bro_wind2_b0.01_m1.7_1.mp4,Sweater_wind3_b0.01_m1.7_1.mp4,Silk_wind1_b0.001_m1.7_1.mp4,6
25,Sha_wind3_b10_m0.5_1.mp4,Silk_wind3_b10_m0.5_1.mp4,Silk_wind3_b0.01_m0.5_1.mp4,2
26,Cotton_wind1_b100_m0.7_1.mp4,Fleece_wind1_b100_m0.3_1.mp4,Sweater_wind3_b0.1_m1.3_1.mp4,2
27,FeltGreen_wind2_b0.001_m0.3_1.mp4,FeltGreen_wind1_b0.001_m0.1_1.mp4,Silk_wind2_b0.1_m1.3_1.mp4,6
28,FeltGreen_wind3_b0.1_m1.3_1.mp4,Silk_wind1_b0.1_m1.3_1.mp4,Sha_wind2_b1_m0.5_1.mp4,2
29,Sha_wind2_b0.01_m0.1_1.mp4,Fleece_wind3_b0.01_m1.7_1.mp4,Sweater_wind1_b0.1_m1_1.mp4,4
30,Sha_wind2_b1_m1_1.mp4,Bro_wind2_b1_m1_1.mp4,Bro_wind1_b0.001_m1_1.mp4,2
31,Cotton_wind3_b0.001_m0.1_1.mp4,FeltGreen_wind1_b0.001_m0.3_1.mp4,Bro_wind2_b0.01_m1.3_1.mp4,3
32,Sweater_wind2_b1_m0.7_1.mp4,FeltGreen_wind1_b1_m0.7_1.mp4,Bro_wind3_b0.1_m0.7_1.mp4,6
33,FeltGreen_wind1_b10_m0.1_1.mp4,FeltGreen_wind2_b10_m0.3_1.mp4,FeltGreen_wind2_b0.01_m1_1.mp4,3
34,Sha_wind2_b0.01_m0.7_1.mp4,Bro_wind1_b0.01_m0.7_1.mp4,Silk_wind3_b1_m0.7_1.mp4,6
35,Cotton_wind3_b100_m0.3_1.mp4,Cotton_wind3_b100_m0.3_1.mp4,Sweater_wind2_b0.1_m0.3_1.mp4,0
36,Bro_wind1_b100_m0.5_1.mp4,Sha_wind2_b100_m0.1_1.mp4,FeltGreen_wind3_b0.01_m0.7_1.mp4,6
37,Sha_wind3_b1_m0.5_1.mp4,Bro_wind2_b1_m0.1_1.mp4,Silk_wind1_b0.001_m1.7_1.mp4,3
38,Cotton_wind2_b0.001_m1.3_1.mp4,FeltGreen_wind1_b0.001_m1.3_1.mp4,Fleece_wind2_b0.1_m1.3_1.mp4,6
39,Sha_wind1_b0.1_m0.5_1.mp4,Sweater_wind1_b0.1_m0.1_1.mp4,Fleece_wind2_b0.01_m1_1.mp4,6
40,Sweater_wind2_b0.01_m0.5_1.mp4,Cotton_wind1_b0.01_m1.3_1.mp4,Cotton_wind3_b100_m0.5_1.mp4,7
41,Silk_wind2_b0.01_m0.3_1.mp4,Fleece_wind2_b0.01_m1_1.mp4,Sha_wind3_b1_m0.7_1.mp4,7
42,FeltGreen_wind1_b1_m1_1.mp4,Sweater_wind1_b1_m1_1.mp4,Sha_wind2_b0.01_m1_1.mp4,4
43,Silk_wind1_b1_m0.7_1.mp4,FeltGreen_wind1_b1_m0.7_1.mp4,FeltGreen_wind2_b100_m0.7_1.mp4,6
44,Cotton_wind2_b1_m0.7_1.mp4,Silk_wind3_b1_m0.7_1.mp4,Cotton_wind3_b0.01_m0.7_1.mp4,6
45,Cotton_wind3_b100_m0.1_1.mp4,Silk_wind3_b100_m0.1_1.mp4,Sweater_wind3_b0.001_m0.1_1.mp4,2
46,FeltGreen_wind3_b0.1_m0.7_1.mp4,Sha_wind1_b0.1_m1_1.mp4,Silk_wind2_b0.001_m1_1.mp4,5
47,Sha_wind3_b1_m0.1_1.mp4,Fleece_wind2_b1_m0.1_1.mp4,Sweater_wind3_b0.01_m0.1_1.mp4,5
48,Silk_wind3_b10_m0.7_1.mp4,Cotton_wind1_b10_m0.1_1.mp4,Fleece_wind2_b0.001_m0.1_1.mp4,4
49,FeltGreen_wind3_b100_m1_1.mp4,FeltGreen_wind3_b100_m1_1.mp4,Sweater_wind1_b10_m1_1.mp4,4
50,Silk_wind2_b0.001_m1.7_1.mp4,Silk_wind1_b0.001_m1_1.mp4,Bro_wind3_b0.01_m1.7_1.mp4,3
