Triplet #,Anchor,Positive,Negative,Hardness Score
1,Silk_wind3_b0.001_m0.3_1.mp4,Bro_wind3_b0.001_m1_1.mp4,Bro_wind2_b0.01_m1.7_1.mp4,3
2,Cotton_wind2_b0.001_m0.5_1.mp4,Silk_wind2_b0.001_m1_1.mp4,FeltGreen_wind1_b10_m1.7_1.mp4,4
3,FeltGreen_wind3_b100_m1_1.mp4,Cotton_wind2_b100_m0.3_1.mp4,Sweater_wind3_b1_m1_1.mp4,7
4,Sha_wind2_b1_m1_1.mp4,Silk_wind3_b1_m0.5_1.mp4,FeltGreen_wind1_b10_m0.5_1.mp4,2
5,FeltGreen_wind2_b0.01_m1.3_1.mp4,Bro_wind1_b0.01_m1.3_1.mp4,Cotton_wind2_b100_m1.3_1.mp4,4
6,FeltGreen_wind2_b0.001_m1.7_1.mp4,FeltGreen_wind2_b0.001_m0.7_1.mp4,Sweater_wind1_b100_m0.7_1.mp4,1
7,Silk_wind3_b0.001_m0.1_1.mp4,Bro_wind1_b0.001_m1.7_1.mp4,Bro_wind3_b0.01_m0.3_1.mp4,5
8,Sha_wind2_b1_m1.3_1.mp4,Fleece_wind2_b1_m1.3_1.mp4,Sha_wind1_b0.001_m1.3_1.mp4,1
9,Silk_wind1_b0.001_m0.3_1.mp4,Bro_wind2_b0.001_m0.3_1.mp4,Bro_wind3_b1_m0.3_1.mp4,6
10,Sweater_wind2_b0.01_m1.7_1.mp4,Silk_wind3_b0.01_m1.7_1.mp4,Sweater_wind2_b100_m1.7_1.mp4,4
11,Bro_wind3_b10_m0.5_1.mp4,Cotton_wind1_b10_m0.5_1.mp4,Fleece_wind1_b0.001_m0.5_1.mp4,5
12,Bro_wind1_b0.01_m0.5_1.mp4,Fleece_wind3_b0.01_m0.3_1.mp4,Cotton_wind3_b0.001_m0.7_1.mp4,9
13,Silk_wind3_b0.01_m0.1_1.mp4,Sha_wind3_b0.01_m0.1_1.mp4,Sweater_wind2_b0.1_m0.1_1.mp4,1
14,Fleece_wind3_b0.01_m0.5_1.mp4,Sweater_wind3_b0.01_m1_1.mp4,Sweater_wind3_b1_m1.7_1.mp4,7
15,Cotton_wind2_b100_m0.3_1.mp4,FeltGreen_wind3_b100_m0.3_1.mp4,FeltGreen_wind3_b0.01_m0.3_1.mp4,6
16,Bro_wind1_b10_m0.1_1.mp4,FeltGreen_wind3_b10_m0.5_1.mp4,Sweater_wind1_b0.01_m1_1.mp4,3
17,Sha_wind3_b10_m0.3_1.mp4,FeltGreen_wind3_b10_m0.3_1.mp4,Bro_wind2_b0.01_m0.3_1.mp4,1
18,FeltGreen_wind3_b100_m0.5_1.mp4,Bro_wind3_b100_m0.5_1.mp4,Cotton_wind1_b10_m0.5_1.mp4,5
19,Fleece_wind3_b10_m0.3_1.mp4,Fleece_wind2_b10_m1_1.mp4,Sha_wind1_b0.001_m1.7_1.mp4,4
20,Cotton_wind3_b100_m1.3_1.mp4,Cotton_wind1_b100_m0.1_1.mp4,FeltGreen_wind3_b0.1_m1.7_1.mp4,3
21,Fleece_wind2_b100_m1.3_1.mp4,Sha_wind1_b100_m1.3_1.mp4,Fleece_wind2_b0.001_m1.3_1.mp4,3
22,Sweater_wind1_b100_m1.3_1.mp4,FeltGreen_wind1_b100_m1_1.mp4,Sweater_wind1_b0.1_m0.1_1.mp4,2
23,Cotton_wind2_b0.001_m0.3_1.mp4,Bro_wind2_b0.001_m0.3_1.mp4,Silk_wind1_b0.1_m0.7_1.mp4,5
24,Sha_wind2_b0.1_m0.7_1.mp4,Sha_wind3_b0.1_m0.7_1.mp4,FeltGreen_wind3_b10_m0.7_1.mp4,6
25,FeltGreen_wind2_b100_m1_1.mp4,Bro_wind1_b100_m1_1.mp4,Fleece_wind1_b0.01_m1_1.mp4,5
26,Sha_wind1_b0.1_m0.7_1.mp4,Cotton_wind3_b0.1_m0.7_1.mp4,Cotton_wind3_b0.01_m0.7_1.mp4,8
27,Sha_wind1_b0.01_m1_1.mp4,Cotton_wind2_b0.01_m1.3_1.mp4,Cotton_wind2_b10_m1.7_1.mp4,8
28,Sha_wind1_b0.1_m0.1_1.mp4,FeltGreen_wind1_b0.1_m0.1_1.mp4,FeltGreen_wind2_b10_m0.1_1.mp4,6
29,Bro_wind1_b0.01_m1_1.mp4,Bro_wind2_b0.01_m0.3_1.mp4,Silk_wind1_b0.001_m0.7_1.mp4,7
30,Fleece_wind3_b0.01_m1.3_1.mp4,Bro_wind2_b0.01_m1.3_1.mp4,Sha_wind3_b100_m1.3_1.mp4,4
31,Silk_wind1_b100_m1_1.mp4,Fleece_wind3_b100_m0.3_1.mp4,Silk_wind2_b0.001_m0.1_1.mp4,4
32,Cotton_wind3_b0.1_m0.5_1.mp4,Cotton_wind2_b0.1_m0.5_1.mp4,Cotton_wind3_b10_m0.5_1.mp4,5
33,FeltGreen_wind3_b0.1_m0.3_1.mp4,Bro_wind3_b0.1_m1.7_1.mp4,Silk_wind1_b0.001_m1.7_1.mp4,4
34,Cotton_wind1_b0.001_m1_1.mp4,Fleece_wind2_b0.001_m0.1_1.mp4,Silk_wind1_b0.01_m0.1_1.mp4,2
35,FeltGreen_wind1_b0.1_m1.3_1.mp4,Fleece_wind3_b0.1_m1.3_1.mp4,Silk_wind3_b0.01_m1.3_1.mp4,7
36,Silk_wind3_b0.001_m0.5_1.mp4,FeltGreen_wind3_b0.001_m0.5_1.mp4,Cotton_wind1_b0.01_m0.5_1.mp4,1
37,Sweater_wind3_b100_m1_1.mp4,Fleece_wind1_b100_m1.3_1.mp4,Sweater_wind3_b0.1_m1.3_1.mp4,2
38,Silk_wind2_b10_m0.3_1.mp4,FeltGreen_wind3_b10_m0.3_1.mp4,Fleece_wind3_b0.01_m0.3_1.mp4,3
39,Fleece_wind2_b0.01_m0.5_1.mp4,Sweater_wind2_b0.01_m1.3_1.mp4,Silk_wind1_b0.001_m0.5_1.mp4,7
40,Sha_wind3_b0.01_m0.1_1.mp4,FeltGreen_wind2_b0.01_m0.3_1.mp4,Bro_wind1_b0.1_m0.1_1.mp4,4
41,Silk_wind3_b0.01_m1_1.mp4,Fleece_wind2_b0.01_m1_1.mp4,FeltGreen_wind1_b1_m1_1.mp4,6
42,Sha_wind1_b1_m1.3_1.mp4,Bro_wind3_b1_m0.3_1.mp4,Cotton_wind1_b0.01_m1.3_1.mp4,7
43,Bro_wind3_b100_m0.5_1.mp4,Sha_wind3_b100_m0.5_1.mp4,Bro_wind3_b1_m0.5_1.mp4,4
44,FeltGreen_wind1_b10_m1_1.mp4,Fleece_wind1_b10_m0.3_1.mp4,Silk_wind2_b0.01_m0.1_1.mp4,2
45,Sweater_wind1_b1_m1.7_1.mp4,Sha_wind1_b1_m1.7_1.mp4,Fleece_wind1_b0.001_m1.7_1.mp4,1
46,Sha_wind2_b10_m0.7_1.mp4,FeltGreen_wind2_b10_m0.7_1.mp4,Sweater_wind1_b0.001_m0.7_1.mp4,3
47,Cotton_wind3_b0.01_m0.5_1.mp4,Fleece_wind2_b0.01_m0.5_1.mp4,Fleece_wind2_b100_m0.5_1.mp4,6
48,Cotton_wind2_b10_m0.7_1.mp4,Sha_wind2_b10_m0.7_1.mp4,Fleece_wind2_b0.1_m1.7_1.mp4,4
49,Cotton_wind3_b0.1_m1.7_1.mp4,Fleece_wind3_b0.1_m1.7_1.mp4,Silk_wind3_b100_m1.7_1.mp4,4
50,Fleece_wind1_b10_m1.3_1.mp4,FeltGreen_wind2_b10_m1.3_1.mp4,Sha_wind1_b0.01_m1.3_1.mp4,2
