Triplet #,Anchor,Positive,Negative,Hardness Score
1,Bro_wind1_b100_m0.3_1.mp4,Sweater_wind3_b100_m0.7_1.mp4,Sweater_wind3_b0.001_m0.3_1.mp4,7
2,Sweater_wind2_b10_m0.5_1.mp4,Fleece_wind1_b10_m1.3_1.mp4,Silk_wind1_b100_m1.3_1.mp4,3
3,Silk_wind1_b100_m0.1_1.mp4,Silk_wind1_b100_m0.1_1.mp4,Silk_wind3_b0.001_m0.1_1.mp4,1
4,Bro_wind1_b100_m1_1.mp4,FeltGreen_wind1_b100_m1_1.mp4,Fleece_wind3_b0.01_m1_1.mp4,3
5,Fleece_wind2_b100_m1.7_1.mp4,Bro_wind3_b100_m0.5_1.mp4,Bro_wind3_b0.01_m0.5_1.mp4,6
6,Fleece_wind3_b1_m1.3_1.mp4,Cotton_wind2_b1_m1.3_1.mp4,Bro_wind1_b100_m1.3_1.mp4,6
7,Cotton_wind1_b100_m0.3_1.mp4,FeltGreen_wind2_b100_m1_1.mp4,Fleece_wind2_b10_m0.5_1.mp4,9
8,Cotton_wind1_b0.1_m0.3_1.mp4,Sweater_wind1_b0.1_m1.7_1.mp4,Bro_wind3_b0.01_m1.7_1.mp4,5
9,Fleece_wind2_b0.001_m0.1_1.mp4,Cotton_wind1_b0.001_m0.5_1.mp4,Cotton_wind3_b100_m0.5_1.mp4,4
10,Fleece_wind1_b10_m0.1_1.mp4,Sweater_wind3_b10_m0.1_1.mp4,Fleece_wind2_b0.01_m0.1_1.mp4,2
11,Sha_wind2_b0.01_m0.7_1.mp4,Sweater_wind2_b0.01_m1.7_1.mp4,Sweater_wind1_b100_m0.3_1.mp4,6
12,Bro_wind1_b100_m1.3_1.mp4,Bro_wind3_b100_m1.3_1.mp4,Sha_wind2_b1_m0.5_1.mp4,4
13,Sha_wind2_b0.1_m1_1.mp4,FeltGreen_wind3_b0.1_m1.7_1.mp4,Sweater_wind1_b1_m1.7_1.mp4,2
14,Bro_wind2_b100_m0.3_1.mp4,Cotton_wind3_b100_m0.3_1.mp4,FeltGreen_wind3_b0.1_m0.3_1.mp4,3
15,Sweater_wind3_b0.01_m0.5_1.mp4,Bro_wind1_b0.01_m0.7_1.mp4,Fleece_wind1_b100_m1.3_1.mp4,6
16,Fleece_wind2_b100_m1_1.mp4,Fleece_wind1_b100_m1_1.mp4,Fleece_wind1_b10_m1_1.mp4,6
17,FeltGreen_wind3_b10_m1.3_1.mp4,Sha_wind3_b10_m0.5_1.mp4,Cotton_wind1_b0.001_m1_1.mp4,5
18,Silk_wind3_b100_m1.3_1.mp4,Sweater_wind1_b100_m1.3_1.mp4,Sweater_wind3_b0.1_m1.3_1.mp4,3
19,Sha_wind2_b100_m1.3_1.mp4,FeltGreen_wind2_b100_m0.1_1.mp4,Bro_wind3_b1_m1.3_1.mp4,6
20,Cotton_wind3_b100_m0.7_1.mp4,Bro_wind2_b100_m1_1.mp4,FeltGreen_wind3_b0.1_m1_1.mp4,2
21,Sweater_wind3_b0.1_m0.1_1.mp4,Bro_wind2_b0.1_m0.3_1.mp4,Silk_wind1_b0.001_m0.3_1.mp4,5
22,FeltGreen_wind1_b0.01_m0.3_1.mp4,Sha_wind2_b0.01_m1.7_1.mp4,FeltGreen_wind2_b1_m0.7_1.mp4,9
23,Sweater_wind1_b0.01_m1.3_1.mp4,Silk_wind2_b0.01_m0.5_1.mp4,Fleece_wind3_b0.1_m1.7_1.mp4,4
24,Silk_wind3_b0.1_m1_1.mp4,Fleece_wind2_b0.1_m1.7_1.mp4,Bro_wind1_b0.01_m0.3_1.mp4,7
25,FeltGreen_wind1_b1_m0.1_1.mp4,Sha_wind1_b1_m0.1_1.mp4,Sha_wind1_b100_m0.1_1.mp4,6
26,Sweater_wind2_b0.001_m1_1.mp4,Bro_wind2_b0.001_m1.7_1.mp4,Bro_wind1_b100_m0.1_1.mp4,4
27,Silk_wind3_b10_m1.7_1.mp4,Cotton_wind2_b10_m1.7_1.mp4,Cotton_wind2_b0.001_m1.7_1.mp4,6
28,Cotton_wind3_b0.001_m0.1_1.mp4,Fleece_wind2_b0.001_m0.1_1.mp4,Bro_wind1_b0.1_m0.1_1.mp4,6
29,Cotton_wind1_b100_m1.3_1.mp4,Sweater_wind1_b100_m1.3_1.mp4,Silk_wind2_b0.1_m1.3_1.mp4,1
30,Fleece_wind1_b0.1_m0.3_1.mp4,Sweater_wind2_b0.1_m1_1.mp4,Bro_wind3_b10_m1_1.mp4,6
31,Bro_wind1_b1_m0.5_1.mp4,Cotton_wind3_b1_m0.5_1.mp4,Cotton_wind2_b10_m0.7_1.mp4,3
