Triplet #,Anchor,Positive,Negative,Hardness Score
1,Sha_wind3_b0.1_m1.7_1.mp4,FeltGreen_wind2_b0.1_m1.7_1.mp4,Fleece_wind2_b1_m0.3_1.mp4,3
2,Bro_wind1_b0.001_m0.5_1.mp4,Sha_wind2_b0.001_m0.7_1.mp4,Bro_wind1_b1_m0.3_1.mp4,6
3,FeltGreen_wind3_b1_m0.5_1.mp4,FeltGreen_wind1_b1_m0.3_1.mp4,Silk_wind1_b0.001_m0.3_1.mp4,2
4,Sha_wind2_b0.01_m1.3_1.mp4,Sweater_wind3_b0.01_m1.7_1.mp4,Sha_wind3_b0.1_m1.3_1.mp4,5
5,FeltGreen_wind3_b0.01_m1.7_1.mp4,Fleece_wind1_b0.01_m1.7_1.mp4,Silk_wind3_b100_m1.7_1.mp4,4
6,Fleece_wind3_b0.001_m1_1.mp4,Bro_wind3_b0.001_m1_1.mp4,FeltGreen_wind2_b10_m1_1.mp4,3
7,Bro_wind1_b0.1_m1.7_1.mp4,Silk_wind2_b0.1_m1.7_1.mp4,Fleece_wind1_b10_m1.7_1.mp4,6
8,Bro_wind1_b0.1_m0.5_1.mp4,Bro_wind1_b0.1_m0.5_1.mp4,Silk_wind3_b100_m0.5_1.mp4,3
9,FeltGreen_wind3_b0.1_m0.7_1.mp4,Bro_wind2_b0.1_m1.3_1.mp4,Sha_wind3_b1_m1.3_1.mp4,2
10,Silk_wind2_b0.01_m1_1.mp4,FeltGreen_wind3_b0.01_m1.7_1.mp4,Cotton_wind1_b0.001_m1_1.mp4,8
11,Silk_wind1_b0.01_m0.5_1.mp4,Silk_wind2_b0.01_m0.3_1.mp4,Cotton_wind2_b10_m1_1.mp4,6
12,FeltGreen_wind3_b100_m0.3_1.mp4,Fleece_wind3_b100_m0.3_1.mp4,Silk_wind3_b1_m0.3_1.mp4,4
13,FeltGreen_wind1_b1_m1_1.mp4,Bro_wind3_b1_m1_1.mp4,Sweater_wind3_b0.01_m1_1.mp4,6
14,Silk_wind2_b10_m0.1_1.mp4,FeltGreen_wind2_b10_m0.1_1.mp4,Bro_wind2_b100_m0.1_1.mp4,1
15,FeltGreen_wind2_b1_m1.7_1.mp4,Silk_wind1_b1_m0.5_1.mp4,Cotton_wind2_b0.1_m1_1.mp4,8
16,Sha_wind1_b0.001_m0.5_1.mp4,Bro_wind3_b0.001_m0.5_1.mp4,FeltGreen_wind2_b100_m0.5_1.mp4,3
17,Bro_wind1_b100_m0.7_1.mp4,Silk_wind2_b100_m0.7_1.mp4,Silk_wind3_b10_m0.5_1.mp4,7
18,Sha_wind3_b100_m1.3_1.mp4,Cotton_wind1_b100_m1.3_1.mp4,Cotton_wind1_b1_m0.5_1.mp4,7
19,Silk_wind1_b0.001_m0.1_1.mp4,Bro_wind2_b0.001_m1.3_1.mp4,Silk_wind2_b100_m1_1.mp4,6
20,Sweater_wind3_b1_m0.1_1.mp4,Cotton_wind1_b1_m1_1.mp4,Bro_wind3_b100_m0.3_1.mp4,8
21,FeltGreen_wind2_b0.01_m0.7_1.mp4,Sha_wind3_b0.01_m0.7_1.mp4,Sha_wind2_b100_m0.7_1.mp4,5
22,Silk_wind2_b0.001_m0.3_1.mp4,Silk_wind1_b0.001_m0.7_1.mp4,FeltGreen_wind1_b0.1_m0.3_1.mp4,8
23,Sweater_wind2_b0.01_m1_1.mp4,FeltGreen_wind2_b0.01_m1_1.mp4,FeltGreen_wind1_b10_m1_1.mp4,5
24,Sweater_wind3_b100_m0.7_1.mp4,FeltGreen_wind3_b100_m1.7_1.mp4,Silk_wind1_b10_m1.3_1.mp4,7
25,Sha_wind1_b10_m0.7_1.mp4,FeltGreen_wind3_b10_m0.7_1.mp4,Sweater_wind1_b1_m1_1.mp4,6
26,FeltGreen_wind1_b0.01_m0.1_1.mp4,Silk_wind3_b0.01_m0.1_1.mp4,Cotton_wind2_b1_m0.1_1.mp4,6
27,Sha_wind1_b1_m0.5_1.mp4,Sweater_wind2_b1_m0.5_1.mp4,Bro_wind2_b0.1_m0.5_1.mp4,7
28,Cotton_wind2_b10_m0.5_1.mp4,Bro_wind1_b10_m1.3_1.mp4,Silk_wind3_b0.01_m1.3_1.mp4,2
29,Bro_wind1_b0.01_m0.1_1.mp4,FeltGreen_wind1_b0.01_m0.1_1.mp4,Cotton_wind2_b0.001_m0.1_1.mp4,5
30,Sweater_wind2_b0.01_m1.3_1.mp4,FeltGreen_wind2_b0.01_m1_1.mp4,Cotton_wind3_b1_m1.7_1.mp4,6
31,Sweater_wind2_b10_m1.3_1.mp4,Sha_wind3_b10_m1.3_1.mp4,Cotton_wind1_b0.01_m1.3_1.mp4,2
32,FeltGreen_wind2_b10_m0.1_1.mp4,Fleece_wind1_b10_m1.7_1.mp4,Fleece_wind2_b0.1_m0.3_1.mp4,8
33,Fleece_wind2_b0.01_m0.3_1.mp4,Bro_wind2_b0.01_m0.3_1.mp4,Sha_wind2_b0.001_m0.3_1.mp4,5
34,Sweater_wind2_b100_m0.5_1.mp4,Sha_wind1_b100_m0.7_1.mp4,Sha_wind1_b1_m0.7_1.mp4,7
35,Sweater_wind1_b0.01_m1_1.mp4,Silk_wind1_b0.01_m1.7_1.mp4,Sha_wind1_b100_m1.3_1.mp4,5
36,Fleece_wind3_b10_m0.1_1.mp4,Fleece_wind1_b10_m0.3_1.mp4,Fleece_wind1_b0.01_m1.7_1.mp4,3
37,Sweater_wind2_b1_m0.1_1.mp4,Sha_wind3_b1_m0.3_1.mp4,Sweater_wind1_b10_m1.7_1.mp4,3
38,Sweater_wind1_b100_m0.5_1.mp4,Fleece_wind2_b100_m0.1_1.mp4,Fleece_wind1_b0.01_m0.7_1.mp4,7
39,FeltGreen_wind3_b10_m0.5_1.mp4,Silk_wind3_b10_m0.5_1.mp4,Sweater_wind1_b1_m0.5_1.mp4,5
