Triplet #,Anchor,Positive,Negative,Hardness Score
1,Sha_wind3_b0.001_m0.1_1.mp4,Cotton_wind2_b0.001_m0.3_1.mp4,FeltGreen_wind3_b0.1_m1.7_1.mp4,7
2,FeltGreen_wind2_b0.01_m1_1.mp4,Silk_wind1_b0.01_m1_1.mp4,Sweater_wind1_b1_m1_1.mp4,7
3,Sweater_wind3_b100_m1.7_1.mp4,Fleece_wind1_b100_m1.7_1.mp4,Silk_wind3_b0.01_m1.7_1.mp4,4
4,Fleece_wind3_b10_m1.7_1.mp4,Fleece_wind2_b10_m0.5_1.mp4,Cotton_wind3_b0.01_m1_1.mp4,3
5,Sweater_wind1_b0.001_m1.3_1.mp4,Fleece_wind2_b0.001_m1.3_1.mp4,Sha_wind3_b0.01_m1.3_1.mp4,2
6,Bro_wind2_b0.1_m1.7_1.mp4,Cotton_wind3_b0.1_m1.7_1.mp4,Sha_wind3_b1_m1.7_1.mp4,3
7,Cotton_wind1_b0.1_m0.7_1.mp4,Sweater_wind2_b0.1_m0.5_1.mp4,Sha_wind2_b10_m0.5_1.mp4,7
8,Sweater_wind2_b0.001_m1.3_1.mp4,Sweater_wind1_b0.001_m1.3_1.mp4,Bro_wind3_b1_m1.3_1.mp4,4
9,FeltGreen_wind2_b0.1_m0.3_1.mp4,FeltGreen_wind1_b0.1_m0.3_1.mp4,Silk_wind2_b10_m0.3_1.mp4,5
10,Fleece_wind3_b1_m1.7_1.mp4,FeltGreen_wind3_b1_m1.7_1.mp4,Silk_wind2_b0.01_m1.7_1.mp4,4
11,Silk_wind2_b0.001_m0.1_1.mp4,FeltGreen_wind2_b0.001_m0.3_1.mp4,Sha_wind2_b0.1_m1.3_1.mp4,6
12,Bro_wind3_b0.1_m1.7_1.mp4,Cotton_wind3_b0.1_m1.7_1.mp4,Silk_wind3_b1_m1_1.mp4,1
13,Silk_wind1_b10_m1.7_1.mp4,FeltGreen_wind1_b10_m0.1_1.mp4,FeltGreen_wind3_b0.001_m1_1.mp4,6
14,Silk_wind2_b10_m0.3_1.mp4,Sha_wind3_b10_m0.3_1.mp4,Sha_wind1_b0.001_m0.3_1.mp4,5
15,FeltGreen_wind3_b10_m0.1_1.mp4,Sweater_wind1_b10_m0.1_1.mp4,Bro_wind3_b0.1_m0.1_1.mp4,5
16,Fleece_wind1_b10_m0.5_1.mp4,Sha_wind3_b10_m0.3_1.mp4,Cotton_wind1_b1_m1.7_1.mp4,7
17,Sha_wind1_b0.1_m0.1_1.mp4,Fleece_wind2_b0.1_m0.7_1.mp4,Sweater_wind3_b0.001_m0.7_1.mp4,5
18,Cotton_wind3_b1_m1.3_1.mp4,FeltGreen_wind2_b1_m1.7_1.mp4,Silk_wind2_b0.001_m0.3_1.mp4,4
19,Bro_wind2_b1_m0.5_1.mp4,Sweater_wind1_b1_m0.5_1.mp4,Sweater_wind3_b100_m0.5_1.mp4,7
20,Silk_wind1_b0.01_m1.7_1.mp4,Fleece_wind2_b0.01_m1.7_1.mp4,Sha_wind2_b0.1_m1.7_1.mp4,3
21,Silk_wind3_b10_m1_1.mp4,Fleece_wind3_b10_m1_1.mp4,Silk_wind1_b0.1_m1_1.mp4,4
22,Silk_wind1_b100_m0.7_1.mp4,Fleece_wind2_b100_m1.7_1.mp4,FeltGreen_wind1_b10_m0.3_1.mp4,8
23,Sha_wind1_b0.1_m0.3_1.mp4,Sweater_wind1_b0.1_m0.3_1.mp4,Bro_wind1_b100_m0.3_1.mp4,4
24,Fleece_wind1_b1_m0.3_1.mp4,Fleece_wind3_b1_m1_1.mp4,Silk_wind1_b100_m0.7_1.mp4,7
25,Fleece_wind3_b0.01_m0.5_1.mp4,Fleece_wind1_b0.01_m0.5_1.mp4,FeltGreen_wind3_b0.1_m0.5_1.mp4,1
26,FeltGreen_wind3_b100_m0.7_1.mp4,Bro_wind1_b100_m0.7_1.mp4,Bro_wind1_b0.01_m0.7_1.mp4,6
27,Sweater_wind3_b100_m1.3_1.mp4,Bro_wind2_b100_m1.3_1.mp4,Sweater_wind3_b0.1_m0.1_1.mp4,2
28,Fleece_wind3_b0.001_m0.3_1.mp4,Silk_wind1_b0.001_m0.1_1.mp4,Sha_wind1_b0.01_m0.1_1.mp4,3
29,Silk_wind2_b100_m1_1.mp4,Fleece_wind1_b100_m0.1_1.mp4,FeltGreen_wind2_b10_m0.5_1.mp4,8
30,Cotton_wind1_b0.001_m1.7_1.mp4,Cotton_wind1_b0.001_m0.1_1.mp4,Sweater_wind2_b0.1_m0.1_1.mp4,4
31,Sha_wind3_b100_m0.3_1.mp4,Silk_wind1_b100_m0.5_1.mp4,Sha_wind3_b0.001_m0.1_1.mp4,5
32,Silk_wind3_b0.001_m0.3_1.mp4,Sweater_wind2_b0.001_m1_1.mp4,Fleece_wind2_b0.1_m1_1.mp4,7
