Triplet #,Anchor,Positive,Negative,Hardness Score
1,Silk_wind2_b1_m1.7_1.mp4,Cotton_wind3_b1_m1.7_1.mp4,Sha_wind3_b10_m1.7_1.mp4,3
2,FeltGreen_wind2_b0.001_m1.7_1.mp4,Bro_wind2_b0.001_m1.7_1.mp4,Sweater_wind1_b1_m1.7_1.mp4,4
3,Sweater_wind3_b0.1_m0.5_1.mp4,Sweater_wind2_b0.1_m0.5_1.mp4,Bro_wind1_b10_m0.5_1.mp4,5
4,Cotton_wind3_b1_m0.1_1.mp4,Sha_wind1_b1_m1.3_1.mp4,Silk_wind3_b10_m1.3_1.mp4,2
5,Fleece_wind1_b0.01_m0.1_1.mp4,Sha_wind3_b0.01_m0.5_1.mp4,FeltGreen_wind2_b10_m0.3_1.mp4,7
6,Fleece_wind3_b1_m0.3_1.mp4,Fleece_wind2_b1_m0.3_1.mp4,Silk_wind1_b100_m0.3_1.mp4,5
7,Fleece_wind3_b0.01_m1.3_1.mp4,Fleece_wind3_b0.01_m1.3_1.mp4,Sweater_wind1_b100_m1.3_1.mp4,2
8,Bro_wind3_b0.1_m1_1.mp4,FeltGreen_wind3_b0.1_m1_1.mp4,Silk_wind1_b0.001_m0.7_1.mp4,4
9,Sweater_wind2_b0.1_m1.3_1.mp4,Sha_wind3_b0.1_m1.3_1.mp4,Bro_wind3_b0.01_m1.3_1.mp4,7
10,FeltGreen_wind1_b0.001_m0.5_1.mp4,Cotton_wind1_b0.001_m0.5_1.mp4,FeltGreen_wind1_b100_m0.1_1.mp4,2
11,Cotton_wind1_b1_m1_1.mp4,Silk_wind2_b1_m1_1.mp4,Sweater_wind3_b100_m1_1.mp4,6
12,Silk_wind1_b1_m1_1.mp4,Sweater_wind1_b1_m0.3_1.mp4,Cotton_wind2_b0.01_m1.7_1.mp4,5
13,Silk_wind2_b0.01_m1_1.mp4,Bro_wind2_b0.01_m1_1.mp4,Bro_wind3_b0.1_m1_1.mp4,2
14,Fleece_wind1_b0.001_m1_1.mp4,Silk_wind3_b0.001_m1.7_1.mp4,Sha_wind1_b0.01_m1_1.mp4,4
15,Bro_wind3_b0.01_m1.7_1.mp4,Silk_wind2_b0.01_m1.7_1.mp4,Bro_wind1_b0.001_m1.7_1.mp4,6
16,FeltGreen_wind3_b10_m0.1_1.mp4,Sweater_wind2_b10_m0.1_1.mp4,Bro_wind2_b0.01_m1.7_1.mp4,3
17,Sha_wind1_b100_m1.3_1.mp4,Sweater_wind3_b100_m0.5_1.mp4,Fleece_wind3_b0.001_m1.3_1.mp4,6
18,FeltGreen_wind2_b0.001_m1_1.mp4,Sha_wind2_b0.001_m1_1.mp4,Silk_wind1_b0.01_m1_1.mp4,1
19,Sha_wind3_b0.01_m0.1_1.mp4,Silk_wind3_b0.01_m0.1_1.mp4,FeltGreen_wind1_b0.001_m0.1_1.mp4,5
20,Cotton_wind1_b0.001_m0.5_1.mp4,Sha_wind2_b0.001_m1.3_1.mp4,Sha_wind2_b0.01_m1.3_1.mp4,4
21,FeltGreen_wind3_b1_m0.5_1.mp4,Sha_wind3_b1_m0.5_1.mp4,Fleece_wind2_b0.001_m0.5_1.mp4,1
22,Sweater_wind3_b1_m0.1_1.mp4,Silk_wind3_b1_m0.1_1.mp4,Sha_wind2_b100_m0.1_1.mp4,5
23,Sha_wind1_b0.01_m1_1.mp4,FeltGreen_wind1_b0.01_m1.7_1.mp4,Silk_wind2_b0.001_m1_1.mp4,7
24,Cotton_wind1_b100_m0.3_1.mp4,Cotton_wind2_b100_m1.7_1.mp4,Bro_wind3_b0.01_m1.7_1.mp4,3
25,Cotton_wind3_b0.1_m1.3_1.mp4,Bro_wind2_b0.1_m1.3_1.mp4,Sha_wind2_b1_m1.7_1.mp4,3
26,Fleece_wind2_b0.001_m0.7_1.mp4,Silk_wind3_b0.001_m0.7_1.mp4,Sha_wind3_b10_m0.7_1.mp4,5
27,FeltGreen_wind3_b100_m0.3_1.mp4,Cotton_wind2_b100_m0.5_1.mp4,Fleece_wind1_b10_m0.5_1.mp4,6
28,Cotton_wind2_b100_m1.3_1.mp4,FeltGreen_wind2_b100_m1.3_1.mp4,Cotton_wind2_b0.01_m1.3_1.mp4,3
29,Sweater_wind1_b100_m1_1.mp4,Fleece_wind2_b100_m1_1.mp4,Sha_wind2_b1_m1_1.mp4,6
30,FeltGreen_wind3_b0.01_m0.7_1.mp4,Bro_wind3_b0.01_m1.7_1.mp4,Cotton_wind2_b0.1_m0.3_1.mp4,3
31,Fleece_wind3_b100_m1.3_1.mp4,FeltGreen_wind3_b100_m1.3_1.mp4,FeltGreen_wind2_b0.1_m1.3_1.mp4,2
32,Fleece_wind1_b0.001_m1.7_1.mp4,Fleece_wind1_b0.001_m1.7_1.mp4,Bro_wind2_b0.01_m1.7_1.mp4,0
33,Silk_wind2_b100_m0.3_1.mp4,FeltGreen_wind2_b100_m0.1_1.mp4,Sha_wind2_b0.1_m1_1.mp4,2
34,Fleece_wind2_b0.001_m1_1.mp4,Silk_wind2_b0.001_m0.3_1.mp4,Fleece_wind3_b0.1_m1.3_1.mp4,7
35,Fleece_wind2_b0.001_m1_1.mp4,Cotton_wind1_b0.001_m1_1.mp4,Bro_wind3_b0.01_m1_1.mp4,2
36,Sweater_wind3_b0.001_m0.3_1.mp4,Sweater_wind1_b0.001_m1.3_1.mp4,Fleece_wind3_b0.1_m0.7_1.mp4,7
37,FeltGreen_wind2_b1_m0.3_1.mp4,Cotton_wind1_b1_m0.3_1.mp4,Silk_wind2_b0.1_m0.3_1.mp4,6
38,FeltGreen_wind1_b100_m1.3_1.mp4,Bro_wind2_b100_m1.3_1.mp4,Sha_wind2_b10_m1.3_1.mp4,7
39,Sweater_wind2_b10_m0.5_1.mp4,Cotton_wind3_b10_m0.5_1.mp4,Cotton_wind2_b0.01_m1_1.mp4,3
40,Bro_wind2_b0.01_m1_1.mp4,Sweater_wind3_b0.01_m1.7_1.mp4,Bro_wind1_b100_m1_1.mp4,6
41,FeltGreen_wind3_b0.001_m0.5_1.mp4,Silk_wind1_b0.001_m0.5_1.mp4,Sha_wind1_b100_m0.5_1.mp4,4
42,Silk_wind2_b0.01_m1.7_1.mp4,Silk_wind2_b0.01_m1.7_1.mp4,Bro_wind3_b100_m1.7_1.mp4,2
43,Sha_wind3_b10_m0.7_1.mp4,Silk_wind3_b10_m1.3_1.mp4,Sweater_wind2_b0.01_m0.7_1.mp4,3
44,Fleece_wind3_b100_m1.3_1.mp4,Silk_wind3_b100_m0.1_1.mp4,Bro_wind2_b0.001_m1.3_1.mp4,4
45,Sweater_wind1_b0.001_m0.7_1.mp4,Silk_wind3_b0.001_m1_1.mp4,Silk_wind3_b0.01_m1.7_1.mp4,5
46,Silk_wind3_b0.1_m0.1_1.mp4,FeltGreen_wind3_b0.1_m0.1_1.mp4,Sha_wind3_b1_m0.1_1.mp4,1
47,FeltGreen_wind2_b1_m0.7_1.mp4,Sweater_wind2_b1_m0.7_1.mp4,FeltGreen_wind3_b100_m0.7_1.mp4,5
48,Sha_wind2_b1_m0.5_1.mp4,Fleece_wind2_b1_m0.5_1.mp4,FeltGreen_wind2_b0.1_m0.5_1.mp4,5
49,Sweater_wind2_b0.1_m0.1_1.mp4,FeltGreen_wind1_b0.1_m0.1_1.mp4,Fleece_wind3_b100_m0.1_1.mp4,5
50,Fleece_wind2_b0.1_m0.3_1.mp4,FeltGreen_wind2_b0.1_m0.3_1.mp4,FeltGreen_wind2_b100_m0.3_1.mp4,5
