Triplet #,Anchor,Positive,Negative,Hardness Score
1,Fleece_wind3_b10_m1.3_1.mp4,Sweater_wind3_b10_m1.3_1.mp4,Sweater_wind1_b0.1_m1.3_1.mp4,5
2,Bro_wind1_b100_m0.1_1.mp4,Bro_wind3_b100_m0.1_1.mp4,Silk_wind2_b10_m0.1_1.mp4,5
3,FeltGreen_wind2_b100_m0.1_1.mp4,Sha_wind2_b100_m0.1_1.mp4,Fleece_wind2_b0.01_m0.1_1.mp4,3
4,Silk_wind1_b1_m1.3_1.mp4,Cotton_wind3_b1_m1.3_1.mp4,Fleece_wind2_b100_m1.3_1.mp4,6
5,FeltGreen_wind2_b10_m0.3_1.mp4,Sweater_wind1_b10_m0.3_1.mp4,FeltGreen_wind1_b0.01_m0.3_1.mp4,3
6,Sha_wind1_b0.001_m0.1_1.mp4,Cotton_wind3_b0.001_m0.5_1.mp4,Sweater_wind1_b10_m0.3_1.mp4,6
7,Bro_wind3_b0.001_m0.3_1.mp4,Bro_wind1_b0.001_m0.3_1.mp4,Cotton_wind2_b0.1_m0.3_1.mp4,5
8,Sweater_wind2_b1_m0.7_1.mp4,Silk_wind3_b1_m0.3_1.mp4,FeltGreen_wind2_b0.1_m0.3_1.mp4,6
9,Sweater_wind2_b10_m0.1_1.mp4,Cotton_wind3_b10_m1.3_1.mp4,Fleece_wind2_b0.001_m1_1.mp4,6
10,FeltGreen_wind2_b0.01_m1.3_1.mp4,Fleece_wind3_b0.01_m1.7_1.mp4,FeltGreen_wind3_b0.1_m0.7_1.mp4,4
11,Fleece_wind2_b10_m0.5_1.mp4,Sweater_wind2_b10_m0.5_1.mp4,Cotton_wind2_b0.001_m0.5_1.mp4,3
12,Fleece_wind2_b1_m0.1_1.mp4,Cotton_wind2_b1_m0.1_1.mp4,Fleece_wind1_b0.001_m0.1_1.mp4,1
13,Fleece_wind3_b0.001_m0.3_1.mp4,Bro_wind1_b0.001_m0.7_1.mp4,Sweater_wind2_b10_m1.7_1.mp4,5
14,Bro_wind1_b100_m0.5_1.mp4,Sweater_wind2_b100_m0.5_1.mp4,Sha_wind1_b0.01_m0.5_1.mp4,4
15,FeltGreen_wind3_b0.01_m0.7_1.mp4,Sha_wind2_b0.01_m0.3_1.mp4,Bro_wind1_b0.001_m1.3_1.mp4,7
16,Bro_wind1_b0.01_m0.1_1.mp4,Sha_wind3_b0.01_m0.1_1.mp4,FeltGreen_wind1_b0.1_m0.1_1.mp4,2
17,Silk_wind2_b0.01_m0.7_1.mp4,Silk_wind3_b0.01_m0.7_1.mp4,Bro_wind3_b100_m0.7_1.mp4,4
18,FeltGreen_wind3_b100_m1.7_1.mp4,Silk_wind1_b100_m0.3_1.mp4,Bro_wind1_b10_m1_1.mp4,9
19,Sha_wind2_b100_m0.3_1.mp4,Bro_wind2_b100_m0.3_1.mp4,Silk_wind3_b10_m0.3_1.mp4,5
20,Bro_wind2_b10_m1.3_1.mp4,Sha_wind1_b10_m1.7_1.mp4,Silk_wind1_b0.01_m1.3_1.mp4,5
21,Fleece_wind2_b0.01_m0.3_1.mp4,Silk_wind2_b0.01_m1.3_1.mp4,Cotton_wind3_b10_m0.3_1.mp4,6
22,Sha_wind2_b10_m0.7_1.mp4,Sha_wind1_b10_m0.7_1.mp4,Sha_wind1_b100_m0.7_1.mp4,2
23,Bro_wind3_b100_m0.5_1.mp4,Silk_wind3_b100_m1.7_1.mp4,Sweater_wind1_b0.01_m0.5_1.mp4,5
24,Fleece_wind2_b10_m0.7_1.mp4,Sha_wind1_b10_m0.7_1.mp4,Silk_wind3_b1_m1.7_1.mp4,6
25,Fleece_wind1_b0.001_m0.1_1.mp4,Sha_wind3_b0.001_m1.7_1.mp4,Sweater_wind2_b0.01_m1.7_1.mp4,2
26,Fleece_wind2_b0.001_m0.3_1.mp4,Cotton_wind1_b0.001_m1_1.mp4,Sha_wind1_b10_m0.5_1.mp4,7
27,Sha_wind2_b10_m1.7_1.mp4,Silk_wind3_b10_m1.3_1.mp4,Sweater_wind2_b0.01_m0.3_1.mp4,3
28,Bro_wind2_b100_m0.1_1.mp4,Bro_wind1_b100_m0.7_1.mp4,Fleece_wind1_b10_m1.3_1.mp4,7
29,Cotton_wind3_b0.1_m1.7_1.mp4,FeltGreen_wind1_b0.1_m1.7_1.mp4,Bro_wind2_b10_m1.7_1.mp4,6
30,Silk_wind2_b10_m0.5_1.mp4,Sweater_wind3_b10_m0.3_1.mp4,Cotton_wind1_b100_m0.1_1.mp4,3
31,FeltGreen_wind1_b0.1_m0.1_1.mp4,Cotton_wind2_b0.1_m0.1_1.mp4,Bro_wind2_b10_m0.1_1.mp4,7
32,Cotton_wind2_b0.001_m1.3_1.mp4,Bro_wind2_b0.001_m1.3_1.mp4,Cotton_wind2_b0.1_m1.3_1.mp4,5
33,FeltGreen_wind3_b0.1_m1.3_1.mp4,FeltGreen_wind3_b0.1_m1.3_1.mp4,Sha_wind1_b0.01_m1.3_1.mp4,4
34,Cotton_wind1_b10_m0.7_1.mp4,Silk_wind1_b10_m1.3_1.mp4,Bro_wind1_b0.1_m1.3_1.mp4,4
35,Bro_wind2_b1_m0.3_1.mp4,Silk_wind2_b1_m0.3_1.mp4,Sweater_wind1_b0.01_m0.3_1.mp4,4
36,Silk_wind1_b10_m1_1.mp4,Bro_wind2_b10_m1_1.mp4,FeltGreen_wind3_b1_m1_1.mp4,6
37,Sweater_wind1_b0.01_m1_1.mp4,Sha_wind2_b0.01_m1_1.mp4,Sweater_wind1_b0.1_m0.7_1.mp4,2
38,Cotton_wind2_b1_m0.5_1.mp4,FeltGreen_wind3_b1_m0.1_1.mp4,Silk_wind1_b0.1_m0.5_1.mp4,8
39,FeltGreen_wind3_b10_m1_1.mp4,Sha_wind1_b10_m0.7_1.mp4,FeltGreen_wind3_b1_m0.5_1.mp4,7
40,Bro_wind3_b0.1_m1.3_1.mp4,FeltGreen_wind3_b0.1_m0.1_1.mp4,FeltGreen_wind3_b0.01_m0.7_1.mp4,8
41,Sha_wind2_b1_m0.5_1.mp4,Sweater_wind2_b1_m0.5_1.mp4,FeltGreen_wind1_b10_m1.3_1.mp4,1
42,Sha_wind1_b100_m0.7_1.mp4,Bro_wind1_b100_m0.7_1.mp4,Fleece_wind1_b10_m0.7_1.mp4,5
43,Cotton_wind1_b1_m1_1.mp4,Bro_wind2_b1_m1_1.mp4,Silk_wind2_b0.01_m1_1.mp4,6
44,Fleece_wind1_b1_m0.3_1.mp4,Fleece_wind3_b1_m0.5_1.mp4,Sweater_wind1_b100_m0.3_1.mp4,7
45,FeltGreen_wind2_b100_m0.5_1.mp4,Cotton_wind2_b100_m0.7_1.mp4,FeltGreen_wind3_b0.1_m0.3_1.mp4,2
46,Silk_wind1_b0.001_m1_1.mp4,FeltGreen_wind2_b0.001_m0.5_1.mp4,Sha_wind2_b100_m0.3_1.mp4,5
47,Bro_wind3_b0.001_m1_1.mp4,Cotton_wind2_b0.001_m0.1_1.mp4,Fleece_wind1_b10_m1_1.mp4,6
48,Bro_wind1_b0.01_m0.3_1.mp4,FeltGreen_wind1_b0.01_m0.1_1.mp4,Cotton_wind3_b0.1_m0.7_1.mp4,2
49,Bro_wind2_b0.1_m1.7_1.mp4,Bro_wind1_b0.1_m0.7_1.mp4,Sweater_wind1_b1_m1.3_1.mp4,4
50,Sweater_wind3_b0.1_m1.7_1.mp4,Silk_wind1_b0.1_m0.7_1.mp4,Silk_wind2_b10_m0.7_1.mp4,7
