Triplet #,Anchor,Positive,Negative,Hardness Score
1,Sha_wind3_b10_m0.1_1.mp4,Cotton_wind3_b10_m0.1_1.mp4,Sha_wind1_b1_m0.1_1.mp4,5
2,Sweater_wind3_b0.01_m1.7_1.mp4,Cotton_wind3_b0.01_m0.1_1.mp4,FeltGreen_wind3_b10_m0.7_1.mp4,6
3,Cotton_wind3_b100_m1_1.mp4,Sha_wind1_b100_m1_1.mp4,Bro_wind1_b0.001_m1_1.mp4,4
4,Fleece_wind2_b1_m1_1.mp4,FeltGreen_wind1_b1_m1_1.mp4,Bro_wind1_b100_m1_1.mp4,7
5,Sha_wind2_b0.01_m0.3_1.mp4,Sha_wind1_b0.01_m1_1.mp4,Silk_wind2_b0.1_m1_1.mp4,1
6,Sha_wind1_b0.01_m1.7_1.mp4,Fleece_wind3_b0.01_m0.5_1.mp4,Cotton_wind2_b100_m1_1.mp4,6
7,Bro_wind1_b0.001_m0.3_1.mp4,Fleece_wind3_b0.001_m0.3_1.mp4,Bro_wind2_b10_m0.3_1.mp4,4
8,Sha_wind1_b0.01_m1_1.mp4,Cotton_wind1_b0.01_m1.3_1.mp4,Cotton_wind2_b10_m0.7_1.mp4,6
9,Cotton_wind2_b0.001_m1_1.mp4,Sweater_wind2_b0.001_m1_1.mp4,Cotton_wind1_b1_m0.3_1.mp4,4
10,FeltGreen_wind1_b10_m1_1.mp4,Silk_wind2_b10_m0.1_1.mp4,Silk_wind2_b0.001_m1.3_1.mp4,8
11,Sha_wind2_b1_m0.3_1.mp4,Fleece_wind2_b1_m1_1.mp4,Bro_wind1_b0.1_m0.7_1.mp4,7
12,Bro_wind3_b100_m0.1_1.mp4,FeltGreen_wind1_b100_m0.3_1.mp4,Silk_wind2_b1_m1.7_1.mp4,6
13,Bro_wind2_b0.001_m0.5_1.mp4,Bro_wind3_b0.001_m1.7_1.mp4,Bro_wind2_b0.1_m0.5_1.mp4,7
14,Bro_wind1_b0.01_m0.7_1.mp4,Silk_wind2_b0.01_m0.7_1.mp4,Fleece_wind2_b1_m0.7_1.mp4,7
15,Sweater_wind3_b0.1_m1_1.mp4,Silk_wind3_b0.1_m0.3_1.mp4,Cotton_wind2_b100_m1_1.mp4,6
16,Bro_wind1_b10_m0.1_1.mp4,Fleece_wind1_b10_m0.1_1.mp4,Bro_wind3_b100_m0.1_1.mp4,1
