Triplet #,Anchor,Positive,Negative,Hardness Score
1,Sweater_wind2_b1_m1.3_1.mp4,FeltGreen_wind3_b1_m1.3_1.mp4,Cotton_wind2_b0.1_m1.3_1.mp4,6
2,Silk_wind2_b10_m0.7_1.mp4,Sweater_wind2_b10_m0.7_1.mp4,Cotton_wind3_b0.1_m0.7_1.mp4,4
3,FeltGreen_wind1_b1_m1_1.mp4,Silk_wind3_b1_m1_1.mp4,Cotton_wind1_b0.001_m1_1.mp4,2
4,FeltGreen_wind2_b0.001_m1.7_1.mp4,Fleece_wind2_b0.001_m1.7_1.mp4,Cotton_wind1_b0.1_m1.7_1.mp4,5
5,Cotton_wind1_b10_m0.3_1.mp4,Sha_wind1_b10_m0.1_1.mp4,Silk_wind3_b0.1_m0.5_1.mp4,5
6,Sha_wind1_b100_m1.3_1.mp4,FeltGreen_wind3_b100_m1.3_1.mp4,Bro_wind2_b0.001_m1_1.mp4,3
7,Cotton_wind1_b0.001_m0.7_1.mp4,Bro_wind1_b0.001_m0.5_1.mp4,Cotton_wind3_b0.01_m0.3_1.mp4,2
8,Fleece_wind3_b0.001_m0.5_1.mp4,Fleece_wind2_b0.001_m1.7_1.mp4,Sha_wind1_b100_m1.3_1.mp4,4
9,Fleece_wind2_b0.01_m1.7_1.mp4,Sha_wind3_b0.01_m0.3_1.mp4,Bro_wind3_b0.001_m0.3_1.mp4,7
10,Sweater_wind2_b0.001_m0.1_1.mp4,Cotton_wind2_b0.001_m0.1_1.mp4,Sha_wind2_b0.1_m0.1_1.mp4,5
11,Sweater_wind3_b1_m0.3_1.mp4,Fleece_wind3_b1_m1_1.mp4,FeltGreen_wind1_b0.01_m1_1.mp4,4
12,Sha_wind2_b0.01_m0.1_1.mp4,Cotton_wind2_b0.01_m0.1_1.mp4,Bro_wind2_b0.1_m0.1_1.mp4,1
13,Sweater_wind2_b1_m1.3_1.mp4,Cotton_wind3_b1_m0.5_1.mp4,Bro_wind1_b10_m1.3_1.mp4,4
14,Cotton_wind1_b0.1_m1.7_1.mp4,Cotton_wind1_b0.1_m1.7_1.mp4,Sweater_wind3_b10_m1.7_1.mp4,4
15,Sha_wind1_b1_m0.1_1.mp4,Fleece_wind1_b1_m0.1_1.mp4,Sweater_wind3_b0.001_m0.1_1.mp4,1
16,Bro_wind3_b100_m0.3_1.mp4,Silk_wind2_b100_m0.3_1.mp4,Silk_wind2_b0.01_m0.3_1.mp4,6
17,Fleece_wind2_b100_m1.7_1.mp4,Sweater_wind1_b100_m1.7_1.mp4,Sha_wind3_b10_m1.7_1.mp4,6
18,Sha_wind2_b1_m0.3_1.mp4,Sweater_wind1_b1_m0.7_1.mp4,Fleece_wind1_b100_m0.5_1.mp4,9
19,Silk_wind2_b0.01_m1_1.mp4,FeltGreen_wind3_b0.01_m1_1.mp4,Sweater_wind1_b100_m1_1.mp4,4
20,Cotton_wind1_b1_m0.1_1.mp4,Sha_wind1_b1_m0.1_1.mp4,Sweater_wind2_b10_m0.1_1.mp4,1
21,FeltGreen_wind3_b0.01_m0.1_1.mp4,Bro_wind1_b0.01_m0.1_1.mp4,Bro_wind3_b10_m0.1_1.mp4,6
22,Bro_wind2_b10_m0.1_1.mp4,Silk_wind1_b10_m0.1_1.mp4,Cotton_wind2_b0.1_m0.1_1.mp4,5
23,Silk_wind2_b0.1_m0.7_1.mp4,Sha_wind2_b0.1_m0.5_1.mp4,FeltGreen_wind3_b100_m0.3_1.mp4,5
24,FeltGreen_wind3_b100_m0.1_1.mp4,Fleece_wind3_b100_m0.1_1.mp4,Sweater_wind3_b0.1_m0.1_1.mp4,1
25,Bro_wind3_b0.01_m0.7_1.mp4,Silk_wind3_b0.01_m0.3_1.mp4,Sha_wind3_b0.1_m0.3_1.mp4,1
26,Fleece_wind3_b1_m1_1.mp4,Sha_wind1_b1_m1_1.mp4,Silk_wind1_b10_m0.7_1.mp4,3
