Triplet #,Anchor,Positive,Negative,Hardness Score
1,Silk_wind2_b0.01_m1.7_1.mp4,Cotton_wind1_b0.01_m1.7_1.mp4,FeltGreen_wind1_b0.001_m1.7_1.mp4,7
2,Fleece_wind1_b1_m0.5_1.mp4,Silk_wind2_b1_m0.5_1.mp4,Bro_wind3_b0.1_m0.5_1.mp4,6
3,Cotton_wind2_b10_m0.7_1.mp4,Cotton_wind1_b10_m1.7_1.mp4,Fleece_wind2_b0.1_m1.3_1.mp4,6
4,Sweater_wind3_b100_m0.7_1.mp4,Silk_wind3_b100_m0.1_1.mp4,Bro_wind2_b1_m1_1.mp4,6
5,FeltGreen_wind3_b1_m1.7_1.mp4,FeltGreen_wind1_b1_m0.3_1.mp4,Silk_wind3_b0.01_m1_1.mp4,6
6,Silk_wind2_b10_m1.3_1.mp4,Bro_wind1_b10_m1_1.mp4,Sha_wind3_b0.01_m0.7_1.mp4,3
7,FeltGreen_wind2_b0.1_m0.7_1.mp4,Cotton_wind3_b0.1_m0.7_1.mp4,Fleece_wind3_b100_m0.7_1.mp4,6
8,Sha_wind3_b0.001_m1_1.mp4,Sha_wind2_b0.001_m1_1.mp4,Cotton_wind1_b10_m1_1.mp4,3
9,Fleece_wind1_b0.01_m0.5_1.mp4,Sweater_wind1_b0.01_m0.5_1.mp4,Cotton_wind1_b0.1_m0.5_1.mp4,1
10,Sweater_wind3_b1_m0.3_1.mp4,Silk_wind2_b1_m0.5_1.mp4,Fleece_wind3_b10_m0.7_1.mp4,3
11,Sha_wind3_b100_m0.1_1.mp4,Bro_wind3_b100_m0.1_1.mp4,Cotton_wind3_b0.01_m0.1_1.mp4,3
12,FeltGreen_wind2_b10_m0.3_1.mp4,Cotton_wind1_b10_m0.3_1.mp4,Cotton_wind2_b100_m0.3_1.mp4,3
13,Sha_wind3_b1_m1.3_1.mp4,Fleece_wind2_b1_m0.7_1.mp4,Fleece_wind1_b100_m0.5_1.mp4,8
14,Sha_wind1_b0.01_m0.3_1.mp4,Fleece_wind1_b0.01_m1.3_1.mp4,Cotton_wind2_b0.001_m0.7_1.mp4,7
15,Bro_wind2_b0.01_m0.7_1.mp4,Fleece_wind2_b0.01_m0.7_1.mp4,Sweater_wind2_b10_m0.7_1.mp4,4
16,Cotton_wind1_b10_m1.3_1.mp4,Bro_wind1_b10_m0.1_1.mp4,FeltGreen_wind1_b0.01_m1.3_1.mp4,3
17,Sweater_wind3_b10_m0.7_1.mp4,Fleece_wind2_b10_m0.7_1.mp4,Fleece_wind2_b0.001_m0.7_1.mp4,6
18,Sweater_wind3_b1_m0.7_1.mp4,Silk_wind2_b1_m0.7_1.mp4,Fleece_wind2_b0.1_m0.1_1.mp4,7
19,FeltGreen_wind1_b10_m1_1.mp4,Cotton_wind2_b10_m1_1.mp4,Sha_wind1_b100_m1_1.mp4,2
20,Silk_wind1_b1_m1.7_1.mp4,Sweater_wind2_b1_m1.7_1.mp4,Sha_wind2_b100_m1.7_1.mp4,7
21,Silk_wind3_b0.1_m0.5_1.mp4,Sha_wind3_b0.1_m0.5_1.mp4,Sweater_wind2_b1_m0.5_1.mp4,1
22,Sweater_wind3_b0.001_m0.1_1.mp4,Sweater_wind1_b0.001_m0.1_1.mp4,Sha_wind2_b0.01_m0.1_1.mp4,1
23,Silk_wind1_b0.01_m0.7_1.mp4,Fleece_wind1_b0.01_m1_1.mp4,FeltGreen_wind1_b0.001_m1.7_1.mp4,6
24,Sha_wind2_b1_m1.3_1.mp4,Sweater_wind2_b1_m0.7_1.mp4,Cotton_wind2_b0.001_m0.5_1.mp4,2
25,Sweater_wind3_b10_m1.7_1.mp4,Sha_wind2_b10_m1.7_1.mp4,Silk_wind1_b100_m1.7_1.mp4,2
26,Sha_wind2_b10_m1.3_1.mp4,Sha_wind3_b10_m0.3_1.mp4,Sha_wind1_b0.01_m0.1_1.mp4,2
27,FeltGreen_wind1_b10_m1.7_1.mp4,Bro_wind2_b10_m1.7_1.mp4,Silk_wind3_b0.001_m1.7_1.mp4,4
