Triplet #,Anchor,Positive,Negative,Hardness Score
1,Sweater_wind2_b100_m0.5_1.mp4,Cotton_wind1_b100_m0.5_1.mp4,Fleece_wind2_b10_m0.5_1.mp4,6
2,Silk_wind3_b1_m0.7_1.mp4,Fleece_wind2_b1_m1.3_1.mp4,Sweater_wind2_b0.1_m1.7_1.mp4,8
3,Bro_wind3_b10_m1.3_1.mp4,Cotton_wind1_b10_m1.3_1.mp4,Sha_wind3_b0.001_m1.3_1.mp4,4
4,Fleece_wind3_b100_m0.7_1.mp4,Sha_wind3_b100_m0.7_1.mp4,Fleece_wind2_b0.1_m0.7_1.mp4,1
5,Silk_wind2_b0.01_m1.3_1.mp4,Cotton_wind3_b0.01_m1.3_1.mp4,Cotton_wind2_b0.1_m1.3_1.mp4,3
6,Cotton_wind3_b0.1_m1.7_1.mp4,Bro_wind1_b0.1_m1.7_1.mp4,Fleece_wind2_b0.01_m1.7_1.mp4,6
7,Cotton_wind3_b100_m1_1.mp4,Cotton_wind3_b100_m1_1.mp4,Sweater_wind3_b0.01_m1_1.mp4,2
8,Silk_wind2_b10_m0.1_1.mp4,Sha_wind2_b10_m0.3_1.mp4,Fleece_wind2_b1_m0.7_1.mp4,6
9,FeltGreen_wind2_b0.01_m1.3_1.mp4,Bro_wind2_b0.01_m0.1_1.mp4,Bro_wind3_b10_m1.3_1.mp4,7
10,Sha_wind2_b1_m0.1_1.mp4,Sha_wind3_b1_m0.1_1.mp4,Sha_wind1_b100_m0.1_1.mp4,5
11,Sha_wind3_b1_m0.5_1.mp4,Fleece_wind1_b1_m1_1.mp4,Sha_wind1_b10_m0.5_1.mp4,5
12,FeltGreen_wind3_b100_m0.7_1.mp4,Sweater_wind2_b100_m0.7_1.mp4,FeltGreen_wind3_b0.01_m0.7_1.mp4,4
13,Bro_wind2_b0.1_m0.1_1.mp4,Fleece_wind3_b0.1_m0.1_1.mp4,Silk_wind2_b0.001_m0.1_1.mp4,5
14,Silk_wind3_b0.01_m0.3_1.mp4,Sha_wind1_b0.01_m0.3_1.mp4,Cotton_wind2_b0.001_m0.3_1.mp4,6
15,Cotton_wind2_b0.001_m1_1.mp4,Cotton_wind2_b0.001_m1_1.mp4,Cotton_wind3_b10_m1_1.mp4,2
16,Cotton_wind1_b0.001_m1_1.mp4,Cotton_wind2_b0.001_m0.7_1.mp4,Sweater_wind3_b1_m1.3_1.mp4,5
17,Silk_wind1_b0.001_m1.7_1.mp4,Fleece_wind1_b0.001_m1.7_1.mp4,Sweater_wind2_b1_m0.3_1.mp4,4
18,Silk_wind2_b0.1_m0.7_1.mp4,Sweater_wind2_b0.1_m0.3_1.mp4,Sweater_wind2_b0.01_m1.3_1.mp4,7
19,Cotton_wind3_b0.1_m1.7_1.mp4,Sha_wind2_b0.1_m1_1.mp4,Sweater_wind3_b0.001_m1_1.mp4,5
20,Sweater_wind2_b100_m1.7_1.mp4,Sweater_wind1_b100_m0.5_1.mp4,Fleece_wind2_b10_m0.1_1.mp4,6
21,Fleece_wind1_b0.1_m1.7_1.mp4,Sweater_wind2_b0.1_m1.7_1.mp4,Fleece_wind2_b10_m1.7_1.mp4,7
22,Bro_wind1_b0.01_m0.1_1.mp4,Sha_wind1_b0.01_m0.1_1.mp4,Silk_wind1_b0.1_m0.1_1.mp4,1
23,FeltGreen_wind3_b0.1_m1_1.mp4,Sha_wind1_b0.1_m1_1.mp4,Bro_wind3_b0.01_m1_1.mp4,6
24,FeltGreen_wind1_b0.001_m1.3_1.mp4,Sweater_wind2_b0.001_m0.3_1.mp4,Cotton_wind2_b0.1_m0.7_1.mp4,9
25,Cotton_wind1_b0.001_m1.3_1.mp4,Fleece_wind2_b0.001_m1.3_1.mp4,Fleece_wind2_b100_m1.3_1.mp4,5
26,FeltGreen_wind1_b100_m0.3_1.mp4,Bro_wind2_b100_m1.3_1.mp4,Bro_wind3_b0.1_m1_1.mp4,5
27,Fleece_wind2_b10_m0.3_1.mp4,Sha_wind2_b10_m0.3_1.mp4,Silk_wind1_b100_m0.5_1.mp4,1
28,Silk_wind3_b0.1_m0.1_1.mp4,Sweater_wind3_b0.1_m1.7_1.mp4,Sweater_wind3_b1_m1_1.mp4,4
29,Sweater_wind2_b0.001_m1.3_1.mp4,Silk_wind2_b0.001_m1.3_1.mp4,Cotton_wind2_b0.01_m1.3_1.mp4,1
30,Fleece_wind2_b0.01_m1_1.mp4,Sha_wind1_b0.01_m1.3_1.mp4,FeltGreen_wind1_b1_m1.7_1.mp4,8
31,Silk_wind2_b0.1_m1_1.mp4,Fleece_wind2_b0.1_m1_1.mp4,Cotton_wind3_b10_m1_1.mp4,5
32,Sha_wind3_b0.1_m1.3_1.mp4,FeltGreen_wind1_b0.1_m1.3_1.mp4,Cotton_wind1_b1_m1.3_1.mp4,3
33,Sweater_wind2_b10_m0.1_1.mp4,Fleece_wind3_b10_m0.1_1.mp4,Sha_wind2_b100_m0.1_1.mp4,2
34,Sweater_wind1_b0.1_m1.3_1.mp4,Sha_wind1_b0.1_m0.7_1.mp4,Sha_wind1_b100_m0.1_1.mp4,6
35,Bro_wind3_b100_m0.5_1.mp4,Fleece_wind1_b100_m0.5_1.mp4,Silk_wind2_b0.001_m0.5_1.mp4,3
36,Fleece_wind3_b0.01_m0.5_1.mp4,Silk_wind3_b0.01_m0.1_1.mp4,Sha_wind3_b1_m1.7_1.mp4,6
37,Silk_wind1_b0.1_m1.7_1.mp4,Silk_wind1_b0.1_m1.7_1.mp4,Sweater_wind2_b100_m1.7_1.mp4,3
38,Bro_wind2_b100_m1.3_1.mp4,Cotton_wind3_b100_m1.3_1.mp4,Sha_wind3_b10_m1.3_1.mp4,7
39,Cotton_wind1_b10_m1.3_1.mp4,Sha_wind2_b10_m1.3_1.mp4,Fleece_wind3_b0.001_m1.3_1.mp4,4
40,Sweater_wind2_b1_m1_1.mp4,Silk_wind1_b1_m1_1.mp4,Sweater_wind1_b0.001_m1_1.mp4,3
41,FeltGreen_wind2_b0.1_m1.7_1.mp4,Bro_wind3_b0.1_m0.5_1.mp4,Sweater_wind3_b1_m0.3_1.mp4,4
42,FeltGreen_wind1_b0.1_m0.1_1.mp4,Sweater_wind2_b0.1_m0.1_1.mp4,Cotton_wind2_b0.001_m0.1_1.mp4,6
43,Cotton_wind1_b1_m0.3_1.mp4,Sweater_wind1_b1_m0.3_1.mp4,Bro_wind3_b0.1_m0.3_1.mp4,5
44,FeltGreen_wind3_b0.01_m1.3_1.mp4,Silk_wind2_b0.01_m1.3_1.mp4,Sweater_wind3_b10_m1.3_1.mp4,5
45,Sha_wind1_b1_m0.7_1.mp4,Cotton_wind1_b1_m1_1.mp4,Sweater_wind3_b0.1_m0.3_1.mp4,6
46,FeltGreen_wind3_b10_m1_1.mp4,Sweater_wind3_b10_m1_1.mp4,Silk_wind1_b0.1_m1_1.mp4,4
47,Cotton_wind3_b10_m1_1.mp4,Sha_wind3_b10_m0.7_1.mp4,Bro_wind1_b0.1_m0.7_1.mp4,4
48,Fleece_wind2_b0.001_m0.1_1.mp4,Fleece_wind1_b0.001_m0.1_1.mp4,Sha_wind1_b100_m0.1_1.mp4,3
49,FeltGreen_wind3_b0.01_m0.7_1.mp4,Fleece_wind3_b0.01_m0.1_1.mp4,Fleece_wind1_b100_m0.1_1.mp4,4
50,Sweater_wind2_b10_m0.5_1.mp4,Bro_wind1_b10_m0.1_1.mp4,Sweater_wind1_b0.001_m1.7_1.mp4,6
