Triplet #,Anchor,Positive,Negative,Hardness Score
1,Sha_wind3_b10_m0.3_1.mp4,Cotton_wind2_b10_m0.3_1.mp4,Sweater_wind1_b0.001_m0.3_1.mp4,4
2,Bro_wind1_b0.001_m0.5_1.mp4,Silk_wind1_b0.001_m1.7_1.mp4,Cotton_wind2_b0.01_m0.7_1.mp4,3
3,Cotton_wind3_b0.001_m0.5_1.mp4,FeltGreen_wind1_b0.001_m0.5_1.mp4,Sha_wind3_b10_m0.5_1.mp4,4
4,Sha_wind1_b0.001_m0.7_1.mp4,FeltGreen_wind3_b0.001_m0.7_1.mp4,Cotton_wind3_b1_m0.7_1.mp4,6
5,Silk_wind1_b100_m1_1.mp4,Silk_wind1_b100_m0.3_1.mp4,Silk_wind2_b0.1_m1.3_1.mp4,2
6,Fleece_wind1_b10_m0.5_1.mp4,Sweater_wind3_b10_m0.1_1.mp4,FeltGreen_wind1_b1_m0.3_1.mp4,8
7,Sha_wind1_b10_m0.5_1.mp4,Cotton_wind1_b10_m1_1.mp4,FeltGreen_wind3_b0.1_m0.5_1.mp4,6
8,Silk_wind3_b0.1_m1_1.mp4,Cotton_wind1_b0.1_m0.1_1.mp4,FeltGreen_wind3_b0.01_m1.7_1.mp4,8
9,Cotton_wind2_b0.1_m0.3_1.mp4,Bro_wind1_b0.1_m0.7_1.mp4,Sweater_wind1_b10_m0.7_1.mp4,7
10,Sweater_wind2_b100_m1.7_1.mp4,Cotton_wind3_b100_m1.7_1.mp4,Sha_wind2_b0.001_m1.7_1.mp4,3
11,Bro_wind3_b0.1_m1.3_1.mp4,Silk_wind3_b0.1_m1.3_1.mp4,Silk_wind3_b100_m1.3_1.mp4,5
12,Silk_wind3_b100_m1.3_1.mp4,FeltGreen_wind2_b100_m1.3_1.mp4,Silk_wind3_b0.1_m1.3_1.mp4,2
13,Sha_wind3_b100_m1.7_1.mp4,Cotton_wind2_b100_m1.7_1.mp4,Bro_wind1_b0.01_m1.7_1.mp4,4
14,Sweater_wind2_b0.001_m1.3_1.mp4,Cotton_wind3_b0.001_m1.7_1.mp4,FeltGreen_wind3_b0.1_m1.3_1.mp4,9
15,Cotton_wind3_b0.001_m1.3_1.mp4,Sha_wind3_b0.001_m1.3_1.mp4,FeltGreen_wind2_b1_m1.3_1.mp4,4
16,Bro_wind1_b0.001_m1.7_1.mp4,FeltGreen_wind1_b0.001_m1.7_1.mp4,Bro_wind1_b100_m1.7_1.mp4,2
17,Bro_wind2_b10_m0.3_1.mp4,Sweater_wind3_b10_m1_1.mp4,FeltGreen_wind2_b0.1_m1.7_1.mp4,6
18,Bro_wind3_b0.001_m0.3_1.mp4,Bro_wind1_b0.001_m1_1.mp4,FeltGreen_wind2_b10_m0.7_1.mp4,5
19,Sweater_wind2_b0.01_m1.3_1.mp4,FeltGreen_wind2_b0.01_m1_1.mp4,Silk_wind1_b10_m1_1.mp4,4
20,Fleece_wind2_b10_m1.7_1.mp4,Sha_wind3_b10_m1.7_1.mp4,Bro_wind3_b1_m1.7_1.mp4,7
21,Sweater_wind3_b0.001_m1.7_1.mp4,Fleece_wind3_b0.001_m1.7_1.mp4,Cotton_wind3_b0.01_m1.7_1.mp4,1
22,Fleece_wind2_b0.01_m0.7_1.mp4,Sweater_wind2_b0.01_m0.3_1.mp4,Fleece_wind2_b10_m1_1.mp4,6
23,Cotton_wind1_b100_m0.3_1.mp4,Cotton_wind2_b100_m0.3_1.mp4,Fleece_wind3_b1_m0.3_1.mp4,4
24,Cotton_wind1_b1_m0.7_1.mp4,Sha_wind2_b1_m1_1.mp4,Cotton_wind2_b10_m0.3_1.mp4,4
25,Bro_wind2_b0.01_m0.5_1.mp4,Fleece_wind2_b0.01_m0.3_1.mp4,Bro_wind1_b0.1_m1.3_1.mp4,2
26,Cotton_wind1_b1_m1.3_1.mp4,Silk_wind2_b1_m1.3_1.mp4,Sha_wind2_b0.1_m1.3_1.mp4,7
27,Fleece_wind3_b0.001_m1_1.mp4,Fleece_wind2_b0.001_m1_1.mp4,Silk_wind2_b1_m1.7_1.mp4,5
28,Bro_wind2_b0.1_m0.7_1.mp4,Sweater_wind1_b0.1_m0.7_1.mp4,Cotton_wind3_b0.01_m0.7_1.mp4,6
29,Cotton_wind2_b10_m0.3_1.mp4,FeltGreen_wind2_b10_m0.3_1.mp4,FeltGreen_wind1_b0.1_m0.3_1.mp4,5
30,Silk_wind3_b0.001_m1.7_1.mp4,Fleece_wind2_b0.001_m1.7_1.mp4,Silk_wind2_b0.01_m1.7_1.mp4,3
31,Sha_wind2_b1_m0.7_1.mp4,Silk_wind3_b1_m1.7_1.mp4,FeltGreen_wind1_b0.001_m0.3_1.mp4,4
32,Fleece_wind3_b0.01_m0.5_1.mp4,Silk_wind2_b0.01_m0.5_1.mp4,Silk_wind1_b10_m0.5_1.mp4,6
33,Sweater_wind1_b0.01_m1.3_1.mp4,Fleece_wind2_b0.01_m0.1_1.mp4,Silk_wind2_b1_m1_1.mp4,9
34,FeltGreen_wind1_b0.01_m0.5_1.mp4,Silk_wind1_b0.01_m0.5_1.mp4,Bro_wind2_b100_m0.5_1.mp4,3
35,Sha_wind3_b0.1_m1.7_1.mp4,FeltGreen_wind1_b0.1_m1.7_1.mp4,Fleece_wind1_b1_m1.7_1.mp4,3
36,Sha_wind2_b100_m0.3_1.mp4,Cotton_wind3_b100_m1.3_1.mp4,FeltGreen_wind3_b1_m1.3_1.mp4,6
37,Sha_wind3_b0.01_m1.3_1.mp4,Silk_wind1_b0.01_m1.3_1.mp4,Bro_wind3_b100_m1.3_1.mp4,4
38,Sha_wind1_b10_m0.7_1.mp4,Sha_wind1_b10_m1_1.mp4,Fleece_wind3_b0.1_m0.3_1.mp4,4
39,Sweater_wind3_b0.01_m0.5_1.mp4,Silk_wind2_b0.01_m0.5_1.mp4,Cotton_wind2_b100_m0.5_1.mp4,5
40,Sha_wind3_b0.001_m1_1.mp4,Fleece_wind2_b0.001_m0.7_1.mp4,Fleece_wind2_b10_m0.5_1.mp4,7
41,Fleece_wind1_b0.1_m0.7_1.mp4,Sweater_wind2_b0.1_m1_1.mp4,FeltGreen_wind1_b100_m0.7_1.mp4,7
42,Fleece_wind1_b0.001_m0.3_1.mp4,Sha_wind3_b0.001_m1_1.mp4,Fleece_wind2_b0.1_m0.1_1.mp4,8
43,Sha_wind2_b0.01_m0.5_1.mp4,FeltGreen_wind2_b0.01_m0.5_1.mp4,Sha_wind3_b1_m0.5_1.mp4,5
44,FeltGreen_wind3_b1_m0.3_1.mp4,Sha_wind3_b1_m0.3_1.mp4,FeltGreen_wind2_b0.1_m0.3_1.mp4,5
45,Sweater_wind2_b0.01_m0.3_1.mp4,Fleece_wind1_b0.01_m0.3_1.mp4,Silk_wind3_b10_m0.3_1.mp4,5
46,Sha_wind1_b100_m1.7_1.mp4,Cotton_wind1_b100_m1.7_1.mp4,FeltGreen_wind2_b0.001_m1_1.mp4,2
47,Fleece_wind1_b100_m1.7_1.mp4,Bro_wind1_b100_m1.7_1.mp4,Bro_wind2_b0.001_m0.1_1.mp4,3
48,Bro_wind1_b10_m1.7_1.mp4,FeltGreen_wind1_b10_m1.7_1.mp4,Cotton_wind3_b0.01_m1.7_1.mp4,1
49,Cotton_wind3_b100_m0.3_1.mp4,Sha_wind3_b100_m0.5_1.mp4,Fleece_wind3_b0.1_m0.5_1.mp4,1
50,Sweater_wind1_b0.01_m0.5_1.mp4,Fleece_wind3_b0.01_m0.5_1.mp4,Cotton_wind1_b0.001_m0.5_1.mp4,6
