Triplet #,Anchor,Positive,Negative,Hardness Score
1,Bro_wind3_b0.001_m0.7_1.mp4,Bro_wind2_b0.001_m0.5_1.mp4,Sha_wind2_b0.1_m1.7_1.mp4,7
2,Cotton_wind3_b0.01_m1.3_1.mp4,Sha_wind1_b0.01_m1.3_1.mp4,Silk_wind3_b0.1_m1.3_1.mp4,2
3,Sweater_wind3_b100_m0.7_1.mp4,Fleece_wind2_b100_m0.7_1.mp4,Sweater_wind1_b0.001_m0.7_1.mp4,3
4,Fleece_wind2_b10_m1.3_1.mp4,Silk_wind2_b10_m1.3_1.mp4,Bro_wind2_b0.001_m1.3_1.mp4,3
5,Sha_wind3_b0.1_m0.3_1.mp4,Sweater_wind1_b0.1_m0.3_1.mp4,Sha_wind2_b100_m0.3_1.mp4,5
6,Fleece_wind2_b100_m0.3_1.mp4,FeltGreen_wind3_b100_m0.3_1.mp4,Fleece_wind3_b0.01_m0.3_1.mp4,5
7,Silk_wind2_b10_m1_1.mp4,Sha_wind1_b10_m0.5_1.mp4,Silk_wind1_b1_m0.1_1.mp4,8
8,Silk_wind2_b1_m1_1.mp4,Cotton_wind1_b1_m0.1_1.mp4,Silk_wind3_b0.01_m0.7_1.mp4,7
9,Cotton_wind3_b100_m0.7_1.mp4,FeltGreen_wind2_b100_m0.7_1.mp4,Sha_wind2_b10_m0.7_1.mp4,7
10,Sweater_wind2_b0.01_m1_1.mp4,Fleece_wind2_b0.01_m1_1.mp4,Bro_wind2_b100_m1_1.mp4,3
11,Bro_wind3_b0.1_m0.1_1.mp4,Sweater_wind2_b0.1_m0.1_1.mp4,Silk_wind2_b0.01_m0.1_1.mp4,7
12,Bro_wind2_b0.1_m1.7_1.mp4,Sha_wind2_b0.1_m1.7_1.mp4,Sha_wind1_b0.001_m1.7_1.mp4,5
13,Bro_wind3_b100_m0.3_1.mp4,Silk_wind2_b100_m0.3_1.mp4,Fleece_wind3_b1_m0.3_1.mp4,5
14,Bro_wind3_b0.01_m1.3_1.mp4,Sha_wind2_b0.01_m1.3_1.mp4,Cotton_wind3_b10_m1.3_1.mp4,5
15,FeltGreen_wind2_b0.001_m0.3_1.mp4,Sweater_wind1_b0.001_m1_1.mp4,Cotton_wind3_b1_m1.3_1.mp4,6
16,FeltGreen_wind1_b10_m0.3_1.mp4,Silk_wind2_b10_m0.3_1.mp4,Sha_wind1_b0.01_m0.3_1.mp4,2
17,FeltGreen_wind1_b0.1_m0.5_1.mp4,Sha_wind2_b0.1_m0.5_1.mp4,Sha_wind1_b0.001_m0.5_1.mp4,6
18,Fleece_wind2_b0.1_m0.3_1.mp4,Fleece_wind1_b0.1_m1.3_1.mp4,Sweater_wind1_b0.01_m0.3_1.mp4,8
19,Bro_wind3_b0.01_m0.3_1.mp4,Bro_wind1_b0.01_m0.3_1.mp4,FeltGreen_wind2_b0.001_m0.3_1.mp4,5
20,Bro_wind1_b1_m1.7_1.mp4,Fleece_wind2_b1_m1.7_1.mp4,Sweater_wind3_b0.001_m1.7_1.mp4,2
21,Fleece_wind1_b0.01_m0.7_1.mp4,FeltGreen_wind2_b0.01_m0.7_1.mp4,FeltGreen_wind1_b0.1_m0.7_1.mp4,3
22,Fleece_wind3_b0.001_m1.3_1.mp4,FeltGreen_wind3_b0.001_m1.7_1.mp4,Fleece_wind1_b0.1_m1_1.mp4,7
23,Sha_wind1_b0.1_m0.1_1.mp4,Sweater_wind1_b0.1_m1_1.mp4,FeltGreen_wind1_b10_m0.7_1.mp4,7
24,Sweater_wind3_b0.001_m0.7_1.mp4,Bro_wind1_b0.001_m0.7_1.mp4,Sha_wind1_b1_m0.7_1.mp4,6
25,Bro_wind3_b0.001_m0.1_1.mp4,Fleece_wind1_b0.001_m0.1_1.mp4,Sweater_wind1_b1_m0.1_1.mp4,6
26,FeltGreen_wind3_b0.1_m0.1_1.mp4,Fleece_wind2_b0.1_m1.3_1.mp4,Fleece_wind3_b0.001_m0.3_1.mp4,8
27,Silk_wind1_b10_m0.5_1.mp4,Fleece_wind2_b10_m0.5_1.mp4,Silk_wind1_b100_m0.5_1.mp4,2
28,Sweater_wind3_b0.1_m1.3_1.mp4,Cotton_wind1_b0.1_m1.3_1.mp4,FeltGreen_wind2_b0.001_m1.3_1.mp4,5
29,Sweater_wind1_b1_m1.7_1.mp4,Silk_wind2_b1_m0.5_1.mp4,Cotton_wind3_b10_m1.3_1.mp4,4
30,FeltGreen_wind2_b0.01_m0.7_1.mp4,Silk_wind1_b0.01_m0.7_1.mp4,Fleece_wind2_b0.001_m0.7_1.mp4,6
31,FeltGreen_wind1_b0.001_m0.7_1.mp4,Bro_wind1_b0.001_m0.3_1.mp4,FeltGreen_wind3_b0.01_m0.3_1.mp4,1
32,Bro_wind2_b100_m0.5_1.mp4,Bro_wind1_b100_m0.7_1.mp4,Sha_wind2_b0.1_m0.1_1.mp4,2
33,Bro_wind3_b0.1_m0.1_1.mp4,Fleece_wind1_b0.1_m1_1.mp4,FeltGreen_wind3_b0.01_m1_1.mp4,6
34,Sha_wind2_b100_m1.7_1.mp4,Sweater_wind3_b100_m0.1_1.mp4,Sha_wind2_b1_m0.1_1.mp4,5
35,FeltGreen_wind1_b0.01_m0.1_1.mp4,Bro_wind2_b0.01_m0.5_1.mp4,Bro_wind3_b10_m1.3_1.mp4,7
36,Silk_wind2_b10_m0.5_1.mp4,FeltGreen_wind2_b10_m1.3_1.mp4,Sweater_wind2_b1_m0.7_1.mp4,7
37,Fleece_wind3_b0.001_m0.3_1.mp4,Silk_wind2_b0.001_m1.7_1.mp4,Fleece_wind3_b1_m1.3_1.mp4,7
38,FeltGreen_wind3_b0.001_m0.5_1.mp4,Cotton_wind2_b0.001_m0.5_1.mp4,Silk_wind2_b100_m0.5_1.mp4,4
39,Bro_wind1_b0.001_m1_1.mp4,FeltGreen_wind1_b0.001_m0.3_1.mp4,Sha_wind2_b0.01_m0.3_1.mp4,1
40,Cotton_wind2_b0.01_m0.5_1.mp4,Bro_wind2_b0.01_m0.3_1.mp4,FeltGreen_wind2_b1_m0.7_1.mp4,7
41,Bro_wind2_b100_m1_1.mp4,Cotton_wind3_b100_m1_1.mp4,Sweater_wind1_b0.1_m1_1.mp4,2
42,Sweater_wind2_b0.001_m1_1.mp4,FeltGreen_wind3_b0.001_m1_1.mp4,Sha_wind1_b10_m0.3_1.mp4,4
