Triplet #,Anchor,Positive,Negative,Hardness Score
1,FeltGreen_wind1_b0.001_m0.1_1.mp4,Fleece_wind2_b0.001_m0.1_1.mp4,Sweater_wind1_b0.01_m0.1_1.mp4,2
2,Sweater_wind3_b100_m0.7_1.mp4,Bro_wind1_b100_m0.7_1.mp4,Sweater_wind2_b0.01_m0.7_1.mp4,4
3,Bro_wind1_b0.001_m0.5_1.mp4,Silk_wind1_b0.001_m0.5_1.mp4,Cotton_wind1_b0.1_m1.7_1.mp4,5
4,Bro_wind3_b0.001_m0.3_1.mp4,Cotton_wind3_b0.001_m0.3_1.mp4,Sha_wind2_b10_m0.3_1.mp4,3
5,Sha_wind3_b0.001_m1_1.mp4,Silk_wind1_b0.001_m1_1.mp4,Silk_wind3_b10_m1_1.mp4,5
6,Fleece_wind2_b0.1_m0.7_1.mp4,FeltGreen_wind1_b0.1_m1.7_1.mp4,Fleece_wind3_b0.001_m1.7_1.mp4,5
7,FeltGreen_wind1_b0.001_m1.3_1.mp4,Fleece_wind2_b0.001_m1_1.mp4,Silk_wind1_b0.01_m1_1.mp4,2
8,Sweater_wind1_b100_m1_1.mp4,Sweater_wind3_b100_m1_1.mp4,Fleece_wind2_b1_m1_1.mp4,4
9,Cotton_wind3_b0.001_m0.5_1.mp4,Bro_wind2_b0.001_m0.5_1.mp4,Sha_wind2_b10_m0.5_1.mp4,5
10,Silk_wind1_b0.01_m1_1.mp4,Sweater_wind3_b0.01_m0.7_1.mp4,Fleece_wind1_b0.001_m0.7_1.mp4,6
11,FeltGreen_wind1_b10_m0.3_1.mp4,Sha_wind1_b10_m0.1_1.mp4,Sha_wind3_b100_m1.7_1.mp4,3
12,Cotton_wind2_b0.01_m0.5_1.mp4,Cotton_wind3_b0.01_m0.3_1.mp4,Cotton_wind3_b0.1_m1.3_1.mp4,3
13,Sweater_wind2_b10_m0.3_1.mp4,Silk_wind3_b10_m0.3_1.mp4,Silk_wind1_b0.1_m0.3_1.mp4,6
14,Cotton_wind2_b0.1_m0.5_1.mp4,Fleece_wind2_b0.1_m1.3_1.mp4,Sweater_wind2_b100_m0.3_1.mp4,6
15,FeltGreen_wind3_b1_m1.3_1.mp4,Sweater_wind3_b1_m0.1_1.mp4,Sweater_wind1_b0.1_m1.3_1.mp4,8
16,Silk_wind3_b100_m0.3_1.mp4,Fleece_wind3_b100_m1.3_1.mp4,Sha_wind1_b0.1_m0.3_1.mp4,3
17,Bro_wind1_b1_m0.1_1.mp4,Fleece_wind2_b1_m0.1_1.mp4,Sweater_wind2_b0.1_m0.1_1.mp4,7
18,Cotton_wind1_b10_m1.7_1.mp4,Bro_wind2_b10_m0.7_1.mp4,Sha_wind3_b0.1_m0.7_1.mp4,5
19,Silk_wind1_b0.001_m1.7_1.mp4,Silk_wind3_b0.001_m1.7_1.mp4,Sweater_wind2_b0.01_m1.7_1.mp4,1
20,Bro_wind2_b1_m0.3_1.mp4,Bro_wind3_b1_m0.7_1.mp4,Cotton_wind1_b0.001_m1.3_1.mp4,2
21,Bro_wind2_b0.001_m1.3_1.mp4,Fleece_wind3_b0.001_m1.7_1.mp4,Sha_wind1_b100_m0.7_1.mp4,4
22,Fleece_wind3_b0.001_m0.3_1.mp4,Silk_wind3_b0.001_m0.3_1.mp4,Sweater_wind3_b10_m0.3_1.mp4,3
23,Sha_wind2_b1_m1.7_1.mp4,Sweater_wind3_b1_m1.7_1.mp4,Fleece_wind2_b0.001_m1.7_1.mp4,2
24,Bro_wind1_b0.01_m1.7_1.mp4,Fleece_wind2_b0.01_m1.7_1.mp4,Cotton_wind2_b100_m1.7_1.mp4,5
25,Bro_wind3_b0.001_m1_1.mp4,Fleece_wind1_b0.001_m1_1.mp4,Fleece_wind2_b100_m1_1.mp4,4
26,Sweater_wind1_b0.1_m1.7_1.mp4,Cotton_wind2_b0.1_m1.7_1.mp4,Fleece_wind3_b1_m1.7_1.mp4,2
27,Sha_wind3_b0.1_m0.1_1.mp4,Silk_wind3_b0.1_m0.1_1.mp4,Cotton_wind1_b0.001_m0.1_1.mp4,4
28,FeltGreen_wind3_b10_m0.1_1.mp4,FeltGreen_wind1_b10_m0.1_1.mp4,Silk_wind3_b0.1_m0.7_1.mp4,4
29,Silk_wind1_b1_m1_1.mp4,Cotton_wind1_b1_m1_1.mp4,Sweater_wind2_b0.01_m1_1.mp4,4
30,Bro_wind3_b10_m0.1_1.mp4,Sha_wind1_b10_m0.1_1.mp4,Fleece_wind3_b100_m0.1_1.mp4,2
31,FeltGreen_wind2_b100_m0.3_1.mp4,Sweater_wind3_b100_m0.3_1.mp4,Silk_wind1_b10_m1.3_1.mp4,6
32,FeltGreen_wind2_b0.01_m0.3_1.mp4,Sweater_wind2_b0.01_m0.3_1.mp4,Fleece_wind1_b100_m0.3_1.mp4,3
33,Cotton_wind3_b10_m0.5_1.mp4,Cotton_wind2_b10_m0.5_1.mp4,Bro_wind3_b1_m0.5_1.mp4,5
34,Sha_wind3_b0.1_m1_1.mp4,Silk_wind3_b0.1_m0.7_1.mp4,Cotton_wind2_b10_m0.7_1.mp4,5
35,Silk_wind3_b0.001_m1.7_1.mp4,Cotton_wind3_b0.001_m0.3_1.mp4,Fleece_wind3_b1_m0.3_1.mp4,4
36,Silk_wind3_b10_m0.7_1.mp4,Bro_wind2_b10_m0.7_1.mp4,Fleece_wind1_b0.001_m0.7_1.mp4,4
