Triplet #,Anchor,Positive,Negative,Hardness Score
1,Silk_wind3_b100_m1.7_1.mp4,Silk_wind1_b100_m1.7_1.mp4,Silk_wind2_b0.1_m1.7_1.mp4,1
2,Cotton_wind1_b1_m0.1_1.mp4,Sweater_wind1_b1_m0.1_1.mp4,Fleece_wind2_b10_m0.3_1.mp4,1
3,Sha_wind2_b0.001_m0.5_1.mp4,Sha_wind3_b0.001_m0.5_1.mp4,Cotton_wind1_b0.01_m0.5_1.mp4,1
4,Cotton_wind3_b10_m1_1.mp4,Silk_wind3_b10_m1.3_1.mp4,Cotton_wind3_b1_m1.3_1.mp4,5
5,FeltGreen_wind2_b0.01_m0.7_1.mp4,Silk_wind1_b0.01_m0.7_1.mp4,Bro_wind3_b0.001_m0.7_1.mp4,6
6,Fleece_wind2_b0.001_m1.7_1.mp4,Bro_wind2_b0.001_m1.3_1.mp4,FeltGreen_wind1_b10_m1.3_1.mp4,3
7,Sha_wind1_b0.01_m0.7_1.mp4,Sweater_wind1_b0.01_m0.7_1.mp4,FeltGreen_wind1_b10_m0.7_1.mp4,4
8,FeltGreen_wind2_b0.01_m1_1.mp4,Silk_wind1_b0.01_m1_1.mp4,Sweater_wind3_b0.1_m1_1.mp4,2
9,Silk_wind1_b0.01_m0.3_1.mp4,Cotton_wind2_b0.01_m0.3_1.mp4,Sha_wind2_b1_m1.3_1.mp4,7
10,Sha_wind2_b0.01_m1.3_1.mp4,Sha_wind3_b0.01_m1.3_1.mp4,FeltGreen_wind2_b10_m1_1.mp4,4
11,Silk_wind2_b100_m0.7_1.mp4,Sha_wind3_b100_m0.7_1.mp4,Silk_wind2_b0.1_m0.7_1.mp4,2
12,Cotton_wind2_b100_m0.3_1.mp4,FeltGreen_wind3_b100_m0.1_1.mp4,Sha_wind2_b0.01_m0.7_1.mp4,5
13,FeltGreen_wind2_b1_m0.3_1.mp4,Silk_wind3_b1_m0.1_1.mp4,FeltGreen_wind1_b10_m0.1_1.mp4,2
14,Bro_wind1_b0.01_m0.7_1.mp4,Cotton_wind1_b0.01_m0.5_1.mp4,Fleece_wind2_b10_m0.5_1.mp4,4
15,Silk_wind1_b0.01_m0.3_1.mp4,Sweater_wind2_b0.01_m0.3_1.mp4,Sweater_wind3_b10_m0.3_1.mp4,6
16,Fleece_wind1_b0.01_m0.3_1.mp4,Sha_wind1_b0.01_m0.3_1.mp4,FeltGreen_wind2_b10_m0.3_1.mp4,4
17,Cotton_wind1_b0.001_m1.7_1.mp4,Bro_wind2_b0.001_m1_1.mp4,FeltGreen_wind3_b0.1_m1.7_1.mp4,8
18,Sha_wind3_b0.001_m0.5_1.mp4,Silk_wind2_b0.001_m0.5_1.mp4,Bro_wind2_b1_m0.5_1.mp4,6
19,Cotton_wind1_b100_m0.1_1.mp4,Sweater_wind3_b100_m0.7_1.mp4,Sha_wind1_b0.01_m0.5_1.mp4,6
20,Silk_wind3_b100_m0.1_1.mp4,Cotton_wind3_b100_m0.1_1.mp4,FeltGreen_wind2_b0.001_m0.1_1.mp4,2
21,Fleece_wind1_b10_m0.3_1.mp4,Bro_wind3_b10_m0.3_1.mp4,Sha_wind3_b0.01_m0.3_1.mp4,3
22,Sweater_wind3_b1_m1.3_1.mp4,Bro_wind3_b1_m1.3_1.mp4,Sweater_wind3_b10_m1.3_1.mp4,1
23,Cotton_wind2_b10_m1_1.mp4,Sha_wind1_b10_m1_1.mp4,Cotton_wind3_b0.01_m1_1.mp4,2
24,Bro_wind2_b100_m1.3_1.mp4,Sha_wind2_b100_m1.3_1.mp4,Bro_wind2_b0.01_m1.3_1.mp4,3
25,Bro_wind2_b0.01_m0.3_1.mp4,Fleece_wind1_b0.01_m1_1.mp4,Sha_wind3_b10_m1_1.mp4,5
26,Bro_wind3_b0.1_m1.3_1.mp4,FeltGreen_wind1_b0.1_m1.3_1.mp4,Cotton_wind2_b0.001_m1.3_1.mp4,5
27,Silk_wind3_b0.01_m1_1.mp4,Silk_wind3_b0.01_m1_1.mp4,Sweater_wind3_b0.1_m0.1_1.mp4,0
28,Fleece_wind3_b0.01_m1.3_1.mp4,Sha_wind2_b0.01_m0.7_1.mp4,Sweater_wind3_b10_m1.3_1.mp4,7
29,Cotton_wind3_b0.1_m1.3_1.mp4,Bro_wind3_b0.1_m1.3_1.mp4,Fleece_wind1_b1_m1.3_1.mp4,1
30,Silk_wind1_b0.1_m0.1_1.mp4,Sha_wind2_b0.1_m0.1_1.mp4,Bro_wind2_b10_m0.3_1.mp4,7
31,Fleece_wind2_b100_m0.5_1.mp4,Bro_wind2_b100_m0.5_1.mp4,Bro_wind2_b0.001_m0.5_1.mp4,3
